ola,A_001_001,A_003_021,A_003_031,A_007_001,A_007_071,B_001_101,B_006_061,C_001_031,C_003_003_011,C_006_003_011,D_001_001,D_001_021,D_001_041,D_001_061,D_001_091,D_001_131,G_002_011,G_005_001,H_001_011,H_002_011,H_002_031,H_002_041,H_002_101,H_002_111,H_002_131,H_002_161,H_002_241,I_001_001,S_001,S_002,S_101,S_200,S_301,S_700,S_701,X_001,X_002,X_004,X_008,X_020,pais_nombre,pais_iso3
LAT1996,3,,3,4,10,,,,3,,4,,,4.0,,2.0,,,2,1,1,1,1,1,1,1,1,2,2,34,4.0,2,3,1,3,222,1996,-7,,1.0,El Salvador,SLV
LAT1996,-2,,-2,2,5,,,,1,,3,,,3.0,,2.0,,,2,3,2,2,1,3,2,2,2,1,1,30,7.0,2,5,1,3,222,1996,-7,,1.0,El Salvador,SLV
LAT1996,2,,2,2,6,,,,4,,2,,,-1.0,,4.0,,,-2,-2,-2,-2,1,-2,1,-2,-2,2,1,18,6.0,7,4,2,2,222,1996,-7,,1.0,El Salvador,SLV
LAT1996,1,,2,4,5,,,,2,,4,,,3.0,,2.0,,,2,2,3,3,2,3,3,3,2,2,2,40,6.0,3,5,1,2,222,1996,-7,,1.0,El Salvador,SLV
LAT1996,2,,1,3,7,,,,1,,3,,,3.0,,2.0,,,2,3,3,3,1,3,3,3,3,2,1,24,4.0,-2,2,1,3,222,1996,-7,,1.0,El Salvador,SLV
LAT1996,1,,3,4,6,,,,1,,3,,,4.0,,4.0,,,1,3,3,2,3,3,3,4,3,2,1,46,2.0,4,4,12,-3,858,1996,858012,,1.0,Uruguay,URY
LAT1996,2,,3,3,1,,,,1,,3,,,2.0,,2.0,,,2,4,1,4,2,1,1,2,4,2,1,34,7.0,1,2,1,3,858,1996,858015,,1.0,Uruguay,URY
LAT1996,3,,3,3,10,,,,4,,3,,,2.0,,3.0,,,2,4,4,4,4,4,2,4,4,2,2,54,4.0,6,1,15,-3,858,1996,858003,,1.0,Uruguay,URY
LAT1996,-1,,2,4,6,,,,4,,4,,,3.0,,2.0,,,2,-1,2,3,2,1,2,2,4,2,2,55,4.0,5,1,1,3,858,1996,858015,,1.0,Uruguay,URY
LAT1996,3,,3,3,10,,,,1,,5,,,3.0,,3.0,,,2,2,2,2,2,2,2,2,2,2,2,33,7.0,1,2,1,3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,1,4,10,,,,4,,5,,,3.0,,3.0,,,2,4,2,1,1,3,4,4,2,2,2,62,3.0,5,3,1,3,858,1996,858017,,1.0,Uruguay,URY
LAT1996,1,,2,3,10,,,,1,,4,,,4.0,,3.0,,,2,2,2,2,2,2,2,2,2,2,2,30,7.0,3,2,8,1,858,1996,858016,,1.0,Uruguay,URY
LAT1996,1,,2,3,7,,,,4,,3,,,3.0,,3.0,,,2,3,1,2,3,3,3,3,2,1,2,71,2.0,5,3,14,-3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,2,4,6,,,,4,,3,,,3.0,,2.0,,,2,2,3,2,2,2,3,4,3,2,2,18,5.0,6,2,1,3,858,1996,858018,,1.0,Uruguay,URY
LAT1996,3,,3,3,7,,,,4,,4,,,3.0,,2.0,,,2,2,3,1,2,1,2,1,2,2,2,56,2.0,6,2,12,-3,858,1996,858017,,1.0,Uruguay,URY
LAT1996,1,,4,3,5,,,,1,,5,,,4.0,,2.0,,,2,4,4,4,3,4,2,4,4,2,2,35,3.0,3,3,12,-3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,2,4,5,,,,3,,4,,,4.0,,3.0,,,2,4,3,2,1,3,4,2,4,2,1,41,3.0,3,3,1,3,858,1996,858002,,1.0,Uruguay,URY
LAT1996,1,,2,3,6,,,,1,,3,,,4.0,,2.0,,,2,4,4,3,1,4,2,3,4,1,2,28,4.0,3,1,1,3,858,1996,858003,,1.0,Uruguay,URY
LAT1996,1,,2,3,2,,,,1,,4,,,3.0,,3.0,,,2,3,4,3,4,3,3,4,3,1,2,35,3.0,6,2,5,2,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,3,3,1,,,,4,,3,,,3.0,,2.0,,,1,-2,4,4,4,4,3,4,3,1,2,24,5.0,4,3,1,3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,3,2,1,,,,4,,4,,,3.0,,2.0,,,1,2,4,2,4,4,4,4,2,2,2,57,6.0,6,3,15,-3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,2,,3,3,5,,,,1,,4,,,4.0,,4.0,,,2,2,2,3,3,3,4,3,2,2,1,23,3.0,6,3,1,3,858,1996,858004,,1.0,Uruguay,URY
LAT1996,3,,4,3,6,,,,4,,4,,,4.0,,3.0,,,1,3,3,3,3,3,3,4,3,2,2,40,5.0,6,2,1,3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,2,2,4,,,,2,,5,,,3.0,,2.0,,,1,4,4,4,2,4,3,4,4,2,1,53,4.0,1,2,1,3,858,1996,858011,,1.0,Uruguay,URY
LAT1996,1,,3,3,2,,,,3,,4,,,3.0,,3.0,,,1,4,3,2,4,4,4,4,3,2,1,76,4.0,5,3,12,-3,858,1996,858001,,1.0,Uruguay,URY
LAT1996,1,,1,4,7,,,,2,,3,,,3.0,,1.0,,,1,2,2,2,2,3,2,3,2,2,2,58,6.0,1,2,1,3,858,1996,858006,,1.0,Uruguay,URY
LAT1996,1,,4,4,-6,,,,2,,5,,,3.0,,2.0,,,2,4,3,3,1,3,1,4,3,2,2,20,4.0,7,3,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,4,4,9,,,,1,,4,,,4.0,,4.0,,,2,4,4,4,1,4,4,1,4,1,1,27,3.0,1,4,15,-3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,1,4,4,,,,2,,4,,,3.0,,4.0,,,2,2,2,3,2,2,3,2,2,2,2,21,4.0,3,2,1,2,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,7,,,,1,,4,,,4.0,,3.0,,,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,46,2.0,4,3,1,4,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,5,,,,1,,3,,,3.0,,3.0,,,1,2,4,3,3,2,2,3,3,1,2,56,2.0,1,3,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,4,2,0,,,,4,,4,,,2.0,,4.0,,,2,4,4,4,4,4,4,4,4,1,1,42,4.0,1,3,1,1,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,-1,,,,1,,5,,,3.0,,2.0,,,2,4,4,3,1,3,3,3,4,2,2,36,3.0,6,3,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,2,4,-6,,,,1,,4,,,3.0,,4.0,,,2,3,4,3,1,3,3,3,4,2,2,50,2.0,6,2,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,10,,,,1,,5,,,4.0,,3.0,,,2,3,3,4,3,2,2,3,4,1,1,55,4.0,4,1,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,4,4,-6,,,,3,,4,,,3.0,,1.0,,,2,4,4,3,2,3,4,3,4,1,2,30,6.0,7,2,2,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,1,4,-6,,,,4,,3,,,2.0,,3.0,,,1,4,2,4,3,4,3,3,4,2,1,61,7.0,1,3,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,2,4,1,,,,1,,4,,,4.0,,3.0,,,2,4,4,4,1,4,4,4,4,2,2,28,5.0,6,3,5,4,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,7,,,,1,,5,,,3.0,,3.0,,,2,3,3,3,1,4,2,3,2,-1,1,52,3.0,1,3,1,4,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,10,,,,-2,,3,,,3.0,,4.0,,,2,2,2,2,1,3,3,1,2,2,2,39,2.0,6,3,1,2,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,2,3,10,,,,4,,3,,,3.0,,-1.0,,,2,-1,1,1,3,4,2,1,-1,1,2,34,2.0,6,3,2,4,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,3,,3,4,5,,,,1,,3,,,3.0,,2.0,,,2,3,2,3,1,3,3,2,4,2,2,40,4.0,6,2,1,2,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,2,3,10,,,,1,,3,,,3.0,,2.0,,,2,3,3,2,1,2,2,2,3,2,1,25,2.0,1,2,1,2,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,4,-6,,,,1,,4,,,5.0,,2.0,,,1,4,4,3,1,3,2,3,4,1,2,53,6.0,5,2,1,2,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,3,1,2,,,,1,,5,,,4.0,,2.0,,,2,4,4,4,3,4,2,1,4,1,1,29,5.0,1,3,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,-1,,4,4,4,,,,1,,4,,,2.0,,4.0,,,2,4,4,1,4,4,4,4,4,1,2,24,4.0,6,4,1,4,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,2,4,10,,,,2,,3,,,3.0,,3.0,,,2,3,3,2,2,3,3,1,3,2,2,35,4.0,6,3,1,3,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,-1,,4,4,10,,,,3,,4,,,3.0,,4.0,,,2,1,1,1,1,1,1,1,1,2,1,44,3.0,1,3,1,4,862,1996,-7,,1.0,Venezuela,VEN
LAT1996,1,,4,1,9,,,,4,,5,,,3.0,,3.0,,,2,3,4,4,1,4,3,1,3,1,1,26,5.0,3,3,1,2,862,1996,-7,,1.0,Venezuela,VEN
LAT1997,1,8.0,2,2,-6,,,,5,3,4,,,5.0,,4.0,,,2,2,,3,1,3,2,2,3,1,1,73,2.0,5,4,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,6.0,2,2,-1,,,,2,4,5,,,3.0,,3.0,,,2,2,,3,1,2,3,3,4,1,2,36,4.0,6,3,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,4.0,1,1,2,,,,1,4,4,,,3.0,,4.0,,,1,3,,4,3,-1,2,4,2,1,1,58,5.0,2,3,12,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,6.0,3,4,9,,,,5,3,4,,,3.0,,3.0,,,2,4,,4,1,4,2,4,4,2,1,23,3.0,4,2,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,10.0,1,4,-6,,,,2,3,5,,,3.0,,3.0,,,2,3,,2,4,4,3,2,3,2,1,53,2.0,1,3,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,10.0,1,2,9,,,,4,-1,3,,,3.0,,3.0,,,2,-1,,4,1,-1,4,4,-1,1,2,60,3.0,6,2,1,,32,1997,32001,,1.0,Argentina,ARG
LAT1997,-2,-2.0,-2,1,5,,,,1,3,2,,,2.0,,4.0,,,-2,3,,3,1,1,3,3,2,2,1,35,5.0,2,1,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,10.0,2,3,5,,,,1,4,5,,,3.0,,2.0,,,2,1,,-2,1,-2,-2,-2,-2,1,1,30,3.0,3,3,2,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,10.0,3,4,-1,,,,5,4,3,,,3.0,,3.0,,,2,4,,4,2,4,2,4,4,1,2,32,4.0,6,2,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,6.0,3,2,9,,,,1,4,5,,,3.0,,4.0,,,1,3,,2,3,3,3,3,3,2,1,73,3.0,5,3,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,7.0,2,3,6,,,,2,3,3,,,3.0,,2.0,,,1,2,,3,2,3,2,3,3,2,2,55,3.0,6,2,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,5.0,2,2,7,,,,2,4,4,,,2.0,,3.0,,,1,2,,3,3,4,2,4,2,1,2,35,7.0,2,3,1,,32,1997,32001,,1.0,Argentina,ARG
LAT1997,1,8.0,1,3,9,,,,4,3,4,,,2.0,,2.0,,,-2,2,,2,2,3,2,3,3,2,2,78,3.0,6,2,1,,32,1997,32001,,1.0,Argentina,ARG
LAT1997,1,3.0,4,1,8,,,,1,4,5,,,4.0,,3.0,,,2,4,,4,3,4,4,4,4,1,1,49,3.0,1,3,7,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,7.0,2,3,-6,,,,1,3,3,,,3.0,,3.0,,,2,3,,4,3,4,2,1,2,2,1,49,5.0,1,1,1,,32,1997,32302,,1.0,Argentina,ARG
LAT1997,1,5.0,3,4,5,,,,3,4,-1,,,3.0,,3.0,,,1,3,,4,3,4,3,3,3,2,2,45,5.0,6,2,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,3,8.0,2,3,-1,,,,2,4,3,,,3.0,,2.0,,,2,1,,1,3,4,3,3,1,2,1,31,3.0,-2,3,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,4.0,3,2,4,,,,2,3,4,,,3.0,,2.0,,,1,3,,3,3,4,4,3,3,1,1,34,-2.0,3,2,1,,32,1997,32001,,1.0,Argentina,ARG
LAT1997,2,3.0,4,4,8,,,,1,4,4,,,4.0,,4.0,,,2,2,,4,1,4,2,3,4,1,2,35,3.0,4,4,2,,32,1997,32304,,1.0,Argentina,ARG
LAT1997,1,5.0,3,4,-2,,,,2,4,5,,,5.0,,3.0,,,2,4,,3,3,2,2,3,4,2,2,62,4.0,3,3,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,2,1.0,2,4,-6,,,,4,4,5,,,4.0,,3.0,,,1,4,,4,2,4,4,4,4,1,1,34,5.0,1,2,1,,32,1997,32301,,1.0,Argentina,ARG
LAT1997,1,6.0,3,4,5,,,,5,3,3,,,2.0,,3.0,,,1,3,,3,1,3,3,3,4,1,1,38,5.0,1,3,1,,32,1997,32302,,1.0,Argentina,ARG
LAT1997,-1,1.0,4,4,-6,,,,3,4,5,,,3.0,,3.0,,,2,4,,4,3,4,3,4,4,2,2,56,4.0,5,3,1,,32,1997,32001,,1.0,Argentina,ARG
LAT1997,1,6.0,3,4,5,,,,5,4,3,,,2.0,,2.0,,,2,3,,3,4,4,3,3,4,2,2,43,3.0,6,2,12,,32,1997,32001,,1.0,Argentina,ARG
LAT1997,2,7.0,3,4,7,,,,4,3,3,,,2.0,,1.0,,,1,3,,4,1,4,2,3,3,2,1,65,4.0,1,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,3,6.0,2,4,3,,,,3,2,2,,,2.0,,2.0,,,1,-1,,4,2,4,3,3,4,2,2,37,5.0,3,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,4.0,2,1,4,,,,1,3,3,,,2.0,,2.0,,,2,2,,4,2,2,2,4,2,1,1,21,4.0,7,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,1.0,2,4,6,,,,1,4,3,,,3.0,,3.0,,,2,3,,3,1,3,2,3,4,2,1,45,4.0,1,4,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,2,4.0,3,4,-2,,,,1,3,4,,,3.0,,3.0,,,1,3,,2,1,3,3,1,4,2,2,54,1.0,1,4,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,5.0,3,3,4,,,,1,4,3,,,3.0,,3.0,,,2,4,,4,1,4,2,3,4,2,1,48,-2.0,2,3,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,2,6.0,3,3,5,,,,2,4,4,,,3.0,,3.0,,,2,3,,1,1,3,3,2,4,1,2,76,2.0,6,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,3.0,3,3,4,,,,1,3,3,,,3.0,,2.0,,,1,1,,3,1,1,1,1,1,2,1,36,2.0,1,3,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,5.0,2,4,5,,,,2,3,3,,,3.0,,2.0,,,2,3,,2,1,2,3,4,3,2,2,42,6.0,1,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,8.0,2,2,5,,,,3,3,2,,,2.0,,1.0,,,2,2,,2,1,2,2,2,2,2,1,21,6.0,1,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,3,-2.0,2,3,7,,,,2,3,3,,,3.0,,2.0,,,2,3,,3,1,1,4,3,1,1,1,20,3.0,4,3,2,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,7.0,2,2,4,,,,2,4,4,,,3.0,,2.0,,,2,2,,3,2,2,3,2,3,1,1,20,6.0,3,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,2,7.0,3,3,2,,,,1,3,3,,,3.0,,2.0,,,2,1,,3,1,3,2,3,2,2,2,19,4.0,7,3,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,3,6.0,3,3,6,,,,1,3,3,,,3.0,,1.0,,,2,4,,2,1,2,1,2,2,2,2,32,4.0,1,4,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,4.0,3,3,10,,,,5,3,4,,,4.0,,3.0,,,2,3,,3,3,3,2,3,3,-1,1,29,6.0,7,4,15,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,4.0,3,2,2,,,,1,3,4,,,3.0,,2.0,,,2,3,,4,2,4,2,2,2,1,1,30,7.0,3,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,-1,5.0,3,3,5,,,,1,3,3,,,3.0,,3.0,,,2,3,,3,1,3,4,2,4,1,2,19,4.0,6,4,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,7.0,3,4,1,,,,2,3,4,,,4.0,,3.0,,,2,2,,4,1,4,2,3,3,1,1,59,5.0,1,3,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,4.0,4,3,5,,,,1,3,3,,,3.0,,3.0,,,2,3,,3,3,4,1,3,2,2,1,28,4.0,3,3,6,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,1,5.0,1,2,5,,,,3,1,3,,,3.0,,1.0,,,1,2,,2,1,2,2,3,2,2,2,24,5.0,1,2,1,,68,1997,-7,,1.0,Bolivia,BOL
LAT1997,2,5.0,3,3,5,,,,2,3,3,,,3.0,,3.0,,,2,3,,3,2,3,3,3,3,1,2,33,5.0,2,3,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,2,3.0,3,3,7,,,,4,3,5,,,3.0,,3.0,,,2,3,,3,1,3,2,3,3,1,2,42,2.0,1,3,2,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,6.0,3,4,0,,,,1,3,3,,,3.0,,3.0,,,2,4,,3,1,3,3,3,4,2,1,53,2.0,4,3,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,5.0,2,3,-2,,,,5,4,3,,,3.0,,2.0,,,1,3,,3,1,3,3,3,3,1,2,15,3.0,7,-2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,3.0,2,2,5,,,,1,3,3,,,3.0,,3.0,,,2,2,,3,1,2,1,1,3,1,1,27,2.0,1,2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,3.0,2,3,7,,,,3,3,3,,,3.0,,2.0,,,2,4,,1,4,2,4,2,4,1,2,29,5.0,3,1,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,-2,2.0,4,3,4,,,,1,4,5,,,4.0,,-2.0,,,2,3,,1,2,3,3,2,4,1,2,21,4.0,6,2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,6.0,3,3,5,,,,5,4,3,,,3.0,,2.0,,,2,3,,3,2,4,3,3,3,2,2,27,4.0,6,2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,5.0,3,4,-2,,,,2,3,5,,,1.0,,4.0,,,2,4,,1,1,4,1,4,4,1,1,16,2.0,3,3,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,5.0,2,4,4,,,,4,3,3,,,1.0,,2.0,,,2,2,,2,2,2,2,2,2,1,1,38,2.0,3,3,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,2,2.0,3,1,5,,,,1,3,5,,,3.0,,2.0,,,1,3,,2,1,4,3,1,2,1,2,52,2.0,5,3,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,5.0,3,3,-2,,,,2,3,3,,,4.0,,3.0,,,2,4,,3,2,3,3,3,4,2,2,23,3.0,6,4,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,-1,6.0,4,3,3,,,,5,3,3,,,3.0,,4.0,,,2,3,,2,3,1,2,1,3,2,2,49,2.0,6,4,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,8.0,3,3,4,,,,5,4,3,,,3.0,,2.0,,,2,1,,2,1,3,3,1,3,2,1,67,2.0,5,4,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,10.0,2,3,6,,,,3,3,3,,,2.0,,3.0,,,2,3,,1,1,1,3,1,3,2,2,31,2.0,3,2,18,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,10.0,3,3,9,,,,2,3,3,,,5.0,,2.0,,,2,2,,1,1,2,2,1,3,1,2,24,2.0,1,2,3,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,4.0,3,3,9,,,,1,4,5,,,3.0,,4.0,,,2,1,,3,1,3,1,1,2,2,2,32,2.0,1,1,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,5.0,3,2,1,,,,3,4,3,,,2.0,,2.0,,,2,2,,3,2,3,2,2,2,1,2,39,7.0,2,2,15,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,-1,1.0,3,4,3,,,,1,3,3,,,3.0,,3.0,,,2,3,,3,3,3,3,3,3,1,1,17,2.0,3,2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,1.0,2,3,4,,,,5,4,4,,,4.0,,3.0,,,2,1,,1,2,3,3,4,1,2,1,64,2.0,5,2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,8.0,3,3,8,,,,4,3,3,,,3.0,,2.0,,,2,3,,2,2,2,3,1,3,2,1,54,7.0,1,2,1,,76,1997,-7,,1.0,Brasil,BRA
LAT1997,1,8.0,2,4,5,,,,2,2,3,,,2.0,,2.0,,,1,3,,2,1,2,2,3,3,-1,2,25,7.0,2,3,7,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,2,3.0,4,4,8,,,,5,3,4,,,4.0,,4.0,,,2,4,,4,3,2,3,1,3,2,1,65,2.0,5,4,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,3,4.0,4,4,-6,,,,1,4,4,,,2.0,,2.0,,,2,3,,4,3,4,4,4,4,1,2,21,6.0,7,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,5.0,3,3,5,,,,3,4,3,,,2.0,,2.0,,,1,2,,2,1,3,3,2,2,1,1,57,4.0,3,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,3,4.0,4,4,-6,,,,5,3,3,,,3.0,,2.0,,,2,2,,3,-2,3,2,3,4,2,2,38,3.0,6,2,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,1,-2.0,3,3,1,,,,3,3,3,,,3.0,,3.0,,,2,1,,1,1,1,4,3,1,2,2,44,-2.0,6,4,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,1,7.0,4,2,5,,,,3,3,3,,,2.0,,2.0,,,2,-2,,-2,1,-2,-2,-2,1,2,2,45,7.0,6,1,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,1,5.0,3,3,5,,,,2,4,4,,,4.0,,3.0,,,2,2,,2,2,2,2,2,2,2,1,24,4.0,3,3,2,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,1,9.0,2,4,5,,,,1,1,3,,,3.0,,3.0,,,2,1,,2,1,1,1,1,1,2,2,38,2.0,6,4,2,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,3,2.0,3,3,5,,,,5,3,3,,,3.0,,3.0,,,2,3,,2,1,2,1,1,3,2,2,29,4.0,6,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,8.0,2,3,5,,,,3,2,3,,,3.0,,3.0,,,1,1,,1,2,1,3,2,2,2,1,24,5.0,3,4,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,8.0,3,3,5,,,,4,3,3,,,3.0,,2.0,,,2,1,,1,1,2,3,2,2,1,2,18,5.0,7,2,12,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,6.0,3,1,-6,,,,1,3,3,,,2.0,,2.0,,,2,3,,3,1,4,1,3,2,2,1,35,5.0,3,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,-1,7.0,2,3,5,,,,5,4,4,,,3.0,,3.0,,,2,2,,4,3,2,3,2,4,2,1,24,6.0,7,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,6.0,2,3,7,,,,1,3,3,,,3.0,,2.0,,,2,2,,2,1,2,2,1,2,2,1,28,5.0,3,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,3.0,4,2,7,,,,1,3,2,,,2.0,,2.0,,,2,2,,2,1,2,4,4,4,1,1,49,7.0,3,2,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,3,8.0,3,4,6,,,,3,3,3,,,2.0,,2.0,,,1,4,,4,4,2,4,2,4,2,1,21,5.0,2,2,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,3,-1.0,2,4,-6,,,,5,3,3,,,2.0,,1.0,,,2,3,,4,1,2,3,2,-1,2,2,22,6.0,7,1,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,3,4.0,3,4,-6,,,,5,4,3,,,3.0,,3.0,,,2,4,,3,3,3,4,3,4,1,1,23,5.0,4,2,15,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,2,5.0,4,4,7,,,,4,4,4,,,3.0,,2.0,,,2,3,,3,1,3,3,1,3,2,1,57,2.0,1,3,1,,152,1997,-7,,0.8933,Chile,CHL
LAT1997,1,7.0,2,4,6,,,,5,3,2,,,2.0,,3.0,,,1,2,,2,1,2,2,2,2,2,2,71,2.0,6,4,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,2,7.0,3,4,6,,,,1,3,4,,,4.0,,3.0,,,2,2,,3,1,2,2,2,2,1,1,45,5.0,3,3,1,,152,1997,-7,,1.1066,Chile,CHL
LAT1997,3,6.0,3,3,5,,,,1,3,5,,,4.0,,4.0,,,2,4,,3,2,4,2,3,3,2,1,42,2.0,4,5,2,,170,1997,-7,,0.35,Colombia,COL
LAT1997,1,6.0,2,3,5,,,,3,3,3,,,2.0,,2.0,,,1,3,,3,1,3,2,2,3,1,2,38,5.0,6,2,1,,170,1997,-7,,0.46,Colombia,COL
LAT1997,3,10.0,4,4,10,,,,4,1,4,,,3.0,,2.0,,,1,2,,2,1,2,2,2,2,2,1,45,-2.0,1,2,7,,170,1997,-7,,2.71,Colombia,COL
LAT1997,1,5.0,3,3,4,,,,1,3,4,,,3.0,,2.0,,,2,4,,2,3,3,3,3,4,2,2,49,4.0,1,3,1,,170,1997,-7,,0.36,Colombia,COL
LAT1997,2,6.0,3,3,5,,,,2,3,3,,,1.0,,2.0,,,2,3,,3,2,1,3,1,3,2,1,22,6.0,7,1,1,,170,1997,-7,,0.07,Colombia,COL
LAT1997,1,1.0,3,4,5,,,,1,3,5,,,2.0,,2.0,,,1,4,,4,4,4,-1,4,-1,2,2,18,4.0,7,2,1,,170,1997,-7,,0.36,Colombia,COL
