ola,A_001_001,A_003_021,A_003_031,A_007_001,A_007_071,B_001_101,B_006_061,C_001_031,C_003_003_011,C_006_003_011,D_001_001,D_001_021,D_001_041,D_001_061,D_001_091,D_001_131,G_002_011,G_005_001,H_001_011,H_002_011,H_002_031,H_002_041,H_002_101,H_002_111,H_002_131,H_002_161,H_002_241,I_001_001,S_001,S_002,S_101,S_200,S_301,S_700,S_701,X_001,X_002,X_004,X_008,X_020,pais_nombre,pais_iso3
LAT1995,1,,3,1,6,,,,-3,,5,,,3.0,,2.0,,,,3,4,3,2,3,3,2,3,2,2,62,6.0,6,1,1,2,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,3,2,7,,,,-3,,4,,,3.0,,3.0,,,,4,-2,4,1,4,3,2,4,2,2,65,5.0,6,2,1,1,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,3,2,5,,,,3,,2,,,3.0,,2.0,,,,3,3,3,2,3,2,3,3,2,1,38,4.0,1,2,1,4,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,3,2,,,,2,,4,,,3.0,,-2.0,,,,3,2,4,2,3,3,4,2,2,2,49,5.0,1,2,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,2,5,,,,1,,3,,,3.0,,3.0,,,,2,2,1,3,2,2,-2,2,1,2,29,5.0,1,2,1,2,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,3,3,7,,,,-3,,4,,,4.0,,4.0,,,,3,4,3,2,3,2,4,3,2,2,59,3.0,5,3,1,2,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,4,2,5,,,,3,,3,,,5.0,,3.0,,,,2,4,3,2,3,3,3,2,2,2,35,4.0,1,3,1,4,32,1995,-7,,1.0,Argentina,ARG
LAT1995,3,,3,3,-1,,,,1,,4,,,3.0,,2.0,,,,4,4,4,1,2,4,1,4,1,1,57,3.0,1,2,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,4,-1,,,,-3,,4,,,4.0,,3.0,,,,2,2,2,2,2,2,2,2,2,2,25,3.0,6,3,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,4,7,,,,-3,,2,,,3.0,,3.0,,,,4,2,4,2,4,4,2,2,2,1,29,4.0,4,2,1,4,32,1995,-7,,1.0,Argentina,ARG
LAT1995,2,,2,2,2,,,,-3,,4,,,2.0,,2.0,,,,2,4,3,1,2,4,3,3,2,1,21,6.0,7,2,15,-3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,3,3,4,,,,-3,,4,,,2.0,,1.0,,,,1,2,2,2,3,3,2,2,2,2,52,5.0,6,2,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,3,,3,4,-1,,,,1,,5,,,5.0,,4.0,,,,4,4,4,3,4,4,4,4,2,1,72,2.0,1,3,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,1,5,,,,-3,,3,,,3.0,,2.0,,,,3,2,3,2,3,2,3,4,2,2,53,5.0,5,2,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,1,4,6,,,,-3,,4,,,3.0,,3.0,,,,2,2,2,1,2,3,3,3,2,2,18,6.0,7,2,1,1,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,4,-1,,,,-3,,4,,,4.0,,3.0,,,,-2,2,-2,2,3,3,-2,-2,1,2,19,3.0,6,5,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,3,3,4,,,,-3,,3,,,2.0,,2.0,,,,3,2,3,2,3,2,2,-2,2,2,22,6.0,7,2,1,3,32,1995,-7,,1.0,Argentina,ARG
LAT1995,3,,3,4,-1,,,,-3,,4,,,3.0,,2.0,,,,3,3,3,2,3,3,3,4,1,2,57,3.0,6,3,1,2,32,1995,-7,,1.0,Argentina,ARG
LAT1995,1,,2,3,6,,,,1,,4,,,5.0,,4.0,,,,4,4,1,1,1,4,1,4,2,1,58,1.0,1,5,1,1,76,1995,76003,,1.0,Brasil,BRA
LAT1995,3,,4,4,4,,,,1,,3,,,4.0,,1.0,,,,3,3,3,1,3,3,1,3,2,1,26,2.0,1,2,15,-3,76,1995,76002,,1.0,Brasil,BRA
LAT1995,-1,,2,3,8,,,,-3,,3,,,2.0,,3.0,,,,1,1,1,1,3,1,3,3,2,2,38,2.0,6,3,1,3,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,4,3,6,,,,4,,3,,,3.0,,2.0,,,,3,3,3,1,3,2,1,3,2,1,38,2.0,1,4,1,2,76,1995,76001,,1.0,Brasil,BRA
LAT1995,2,,3,3,2,,,,-3,,3,,,2.0,,1.0,,,,3,3,1,1,3,3,1,3,2,2,37,-3.0,6,2,1,2,76,1995,76001,,1.0,Brasil,BRA
LAT1995,3,,3,4,10,,,,-3,,2,,,3.0,,4.0,,,,2,1,4,4,1,1,1,2,1,2,48,2.0,5,4,1,3,76,1995,76005,,1.0,Brasil,BRA
LAT1995,1,,3,4,5,,,,-3,,4,,,3.0,,4.0,,,,2,3,2,2,3,2,2,3,2,2,40,4.0,6,3,1,4,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,2,3,0,,,,2,,3,,,3.0,,3.0,,,,1,1,1,1,1,1,1,1,2,1,39,2.0,1,4,1,3,76,1995,76002,,1.0,Brasil,BRA
LAT1995,3,,4,4,-1,,,,2,,2,,,3.0,,3.0,,,,1,1,1,1,1,1,1,1,2,1,32,-3.0,1,2,1,4,76,1995,76003,,1.0,Brasil,BRA
LAT1995,-1,,2,2,10,,,,-3,,2,,,3.0,,4.0,,,,3,4,-1,1,2,4,4,4,2,2,65,2.0,6,4,1,3,76,1995,76002,,1.0,Brasil,BRA
LAT1995,-1,,2,4,8,,,,-3,,5,,,3.0,,3.0,,,,2,4,1,1,4,-1,1,4,2,2,67,3.0,6,3,5,1,76,1995,76003,,1.0,Brasil,BRA
LAT1995,2,,4,3,7,,,,-3,,2,,,2.0,,2.0,,,,3,3,3,2,3,3,2,4,2,1,24,-2.0,4,2,1,3,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,3,3,1,,,,4,,3,,,3.0,,4.0,,,,4,3,3,3,4,3,2,4,1,2,52,-3.0,1,2,5,4,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,3,4,-1,,,,4,,3,,,3.0,,2.0,,,,4,4,4,3,4,3,3,4,2,1,16,-2.0,3,3,1,4,76,1995,76003,,1.0,Brasil,BRA
LAT1995,3,,4,4,0,,,,2,,5,,,3.0,,3.0,,,,4,4,3,1,4,3,3,4,2,1,42,2.0,1,4,1,4,76,1995,76003,,1.0,Brasil,BRA
LAT1995,3,,3,3,0,,,,-3,,4,,,3.0,,3.0,,,,3,4,3,2,4,3,2,4,2,2,17,-3.0,4,3,1,3,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,2,2,10,,,,4,,1,,,3.0,,2.0,,,,1,1,1,1,1,1,1,1,2,1,63,2.0,1,4,1,2,76,1995,76005,,1.0,Brasil,BRA
LAT1995,1,,2,3,5,,,,-3,,4,,,2.0,,1.0,,,,2,4,1,2,2,2,1,3,2,1,16,2.0,4,4,15,-3,76,1995,76005,,1.0,Brasil,BRA
LAT1995,3,,4,3,5,,,,-3,,4,,,5.0,,4.0,,,,3,3,3,1,3,2,1,4,2,2,22,-2.0,6,4,1,3,76,1995,76002,,1.0,Brasil,BRA
LAT1995,3,,2,3,0,,,,4,,3,,,2.0,,2.0,,,,2,2,3,1,2,2,1,2,2,1,37,2.0,3,3,1,2,76,1995,76003,,1.0,Brasil,BRA
LAT1995,3,,4,3,5,,,,4,,5,,,4.0,,3.0,,,,4,3,2,1,4,2,4,4,2,2,33,-2.0,3,2,1,3,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,2,4,-1,,,,4,,3,,,2.0,,2.0,,,,4,1,2,1,4,1,1,4,2,1,59,3.0,1,2,1,3,76,1995,76003,,1.0,Brasil,BRA
LAT1995,3,,2,3,7,,,,3,,3,,,3.0,,2.0,,,,2,3,2,2,2,3,2,4,2,2,26,6.0,3,3,1,3,76,1995,76003,,1.0,Brasil,BRA
LAT1995,1,,2,4,9,,,,3,,2,,,3.0,,3.0,,,,1,1,1,3,1,1,1,1,2,1,35,7.0,3,2,15,-3,152,1995,152005,,0.907820499172575,Chile,CHL
LAT1995,3,,2,2,2,,,,-3,,2,,,2.0,,2.0,,,,2,2,2,2,2,2,2,2,1,1,21,6.0,7,2,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,3,,3,3,4,,,,1,,3,,,3.0,,2.0,,,,3,3,2,1,1,2,1,3,2,2,26,7.0,2,3,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,1,,4,3,1,,,,-3,,4,,,4.0,,3.0,,,,3,2,3,2,2,2,3,4,2,1,78,2.0,5,3,1,3,152,1995,152002,,0.907820499172575,Chile,CHL
LAT1995,2,,2,3,2,,,,-3,,3,,,2.0,,2.0,,,,2,2,1,1,2,-2,1,3,2,1,18,4.0,7,4,1,3,152,1995,152003,,0.907820499172575,Chile,CHL
LAT1995,2,,3,2,5,,,,-3,,4,,,2.0,,2.0,,,,2,2,2,1,2,2,2,2,2,2,24,5.0,6,2,3,3,152,1995,152008,,0.907820499172575,Chile,CHL
LAT1995,3,,3,4,5,,,,1,,4,,,5.0,,2.0,,,,4,3,2,2,2,3,4,4,2,1,55,4.0,3,2,1,3,152,1995,152005,,0.907820499172575,Chile,CHL
LAT1995,1,,3,4,5,,,,-3,,4,,,3.0,,3.0,,,,2,2,3,1,2,3,3,3,2,1,18,4.0,7,3,15,-3,152,1995,152008,,0.907820499172575,Chile,CHL
LAT1995,1,,-2,4,5,,,,-3,,3,,,5.0,,2.0,,,,3,2,2,1,2,1,1,-2,2,2,28,7.0,6,3,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,1,,2,2,0,,,,1,,3,,,3.0,,3.0,,,,2,2,2,1,2,2,2,3,2,1,40,4.0,3,3,1,4,152,1995,152008,,0.907820499172575,Chile,CHL
LAT1995,3,,3,2,3,,,,2,,3,,,2.0,,2.0,,,,2,2,2,1,3,2,1,3,1,2,52,2.0,3,3,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,2,,3,3,10,,,,-3,,2,,,2.0,,1.0,,,,3,3,3,1,3,3,2,3,2,2,20,5.0,6,2,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,1,,1,2,5,,,,3,,3,,,2.0,,2.0,,,,2,2,2,1,1,2,2,2,2,1,26,6.0,1,3,1,2,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,3,,3,4,5,,,,-3,,2,,,2.0,,2.0,,,,3,3,4,3,3,3,1,3,1,1,25,5.0,4,3,1,4,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,2,,2,4,6,,,,4,,4,,,3.0,,2.0,,,,3,4,3,3,3,3,3,4,2,1,32,5.0,1,2,1,4,152,1995,152009,,0.907820499172575,Chile,CHL
LAT1995,-2,,-1,4,-1,,,,3,,3,,,3.0,,1.0,,,,1,2,-1,1,1,3,-2,-2,2,2,75,2.0,1,3,2,1,152,1995,152004,,0.907820499172575,Chile,CHL
LAT1995,2,,4,3,5,,,,3,,4,,,3.0,,1.0,,,,2,2,2,2,1,2,1,2,1,1,33,5.0,1,3,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,1,,3,4,4,,,,4,,4,,,3.0,,3.0,,,,2,3,4,1,1,2,2,2,1,2,25,4.0,1,3,2,4,152,1995,152006,,0.907820499172575,Chile,CHL
LAT1995,3,,2,4,10,,,,1,,4,,,3.0,,3.0,,,,1,2,2,1,1,1,2,4,2,2,64,1.0,5,3,5,1,152,1995,152008,,0.907820499172575,Chile,CHL
LAT1995,3,,2,2,6,,,,4,,3,,,3.0,,2.0,,,,2,2,4,2,4,4,2,4,1,1,39,5.0,1,2,12,-3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,1,,4,4,8,,,,-3,,3,,,2.0,,2.0,,,,4,4,2,1,1,2,1,4,2,1,66,2.0,5,4,1,3,152,1995,152000,,1.0983248008826163,Chile,CHL
LAT1995,1,,3,4,6,,,,-3,,4,,,4.0,,3.0,,,,2,3,3,1,3,2,3,2,2,2,56,2.0,6,3,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,-1,,3,2,5,,,,-3,,3,,,3.0,,1.0,,,,2,2,2,1,2,2,2,2,1,2,34,7.0,6,1,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,1,,4,1,10,,,,-3,,5,,,3.0,,3.0,,,,4,1,4,3,4,4,4,2,1,2,40,5.0,6,1,1,3,484,1995,-7,,1.0,México,MEX
LAT1995,2,,4,1,5,,,,4,,4,,,3.0,,2.0,,,,1,4,3,2,3,4,1,1,2,1,34,4.0,1,3,8,3,484,1995,-7,,1.0,México,MEX
LAT1995,3,,-1,4,-2,,,,-3,,5,,,5.0,,2.0,,,,2,2,3,2,3,2,2,2,2,2,62,1.0,6,4,10,1,484,1995,-7,,1.0,México,MEX
LAT1995,2,,2,2,10,,,,1,,2,,,2.0,,1.0,,,,1,1,1,1,1,1,1,1,2,1,36,3.0,3,4,-2,2,484,1995,-7,,1.0,México,MEX
LAT1995,1,,3,4,5,,,,1,,5,,,3.0,,4.0,,,,3,3,3,2,2,2,2,2,2,1,28,3.0,4,3,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,1,,3,2,0,,,,-3,,4,,,5.0,,2.0,,,,3,3,3,1,3,2,2,3,2,2,28,4.0,6,3,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,1,,4,3,5,,,,-3,,5,,,4.0,,3.0,,,,2,3,4,1,4,4,4,4,2,2,18,5.0,7,2,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,2,,4,4,5,,,,-3,,3,,,3.0,,4.0,,,,3,3,3,2,2,3,3,4,2,2,19,4.0,7,2,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,3,,3,-1,9,,,,-3,,5,,,3.0,,-2.0,,,,1,2,3,1,3,3,3,1,2,2,56,3.0,6,4,5,2,484,1995,-7,,1.0,México,MEX
LAT1995,-1,,-1,4,-1,,,,-3,,5,,,4.0,,3.0,,,,2,3,3,2,3,2,3,3,-1,2,38,4.0,6,2,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,2,,2,1,8,,,,3,,5,,,2.0,,2.0,,,,2,2,2,2,3,2,3,3,2,2,42,7.0,3,1,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,1,,4,3,0,,,,1,,5,,,5.0,,4.0,,,,2,3,1,1,4,4,1,3,1,1,38,2.0,1,4,1,1,484,1995,-7,,1.0,México,MEX
LAT1995,1,,3,3,6,,,,1,,5,,,3.0,,3.0,,,,2,2,3,1,3,3,3,3,1,1,36,3.0,3,4,1,2,484,1995,-7,,1.0,México,MEX
LAT1995,1,,3,1,10,,,,2,,5,,,3.0,,2.0,,,,4,2,4,2,4,2,2,3,2,1,50,1.0,1,2,1,1,484,1995,-7,,1.0,México,MEX
LAT1995,1,,4,1,10,,,,-2,,4,,,3.0,,-2.0,,,,3,-2,3,3,2,4,2,2,2,2,40,7.0,2,3,12,3,484,1995,-7,,1.0,México,MEX
LAT1995,1,,3,2,10,,,,-3,,3,,,3.0,,2.0,,,,4,4,2,1,1,4,4,4,2,2,44,1.0,6,3,1,1,484,1995,-7,,1.0,México,MEX
LAT1995,1,,3,3,-1,,,,-3,,3,,,3.0,,3.0,,,,1,1,2,1,1,2,1,4,2,2,57,3.0,6,3,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,2,1,10,,,,-3,,2,,,2.0,,1.0,,,,4,-1,1,1,4,4,1,4,1,1,37,4.0,1,3,1,3,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,2,3,-1,,,,-3,,4,,,3.0,,1.0,,,,2,3,4,1,4,2,2,4,1,2,26,4.0,1,3,1,1,604,1995,-7,,1.0,Perú,PER
LAT1995,3,,2,3,10,,,,-3,,3,,,3.0,,3.0,,,,3,1,4,1,4,2,1,4,2,1,58,4.0,1,3,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,3,3,5,,,,-3,,3,,,3.0,,3.0,,,,4,3,3,1,4,4,3,4,2,1,47,5.0,1,4,1,3,604,1995,-7,,1.0,Perú,PER
LAT1995,2,,2,2,-1,,,,-3,,3,,,3.0,,4.0,,,,3,3,4,4,2,2,3,4,1,1,26,5.0,1,4,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,3,3,5,,,,-3,,3,,,3.0,,3.0,,,,2,2,3,3,4,3,4,3,2,1,26,6.0,7,2,1,3,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,3,3,5,,,,-3,,3,,,3.0,,2.0,,,,4,3,4,2,4,2,2,4,1,1,53,7.0,1,3,2,3,604,1995,-7,,1.0,Perú,PER
LAT1995,2,,3,3,-1,,,,-3,,4,,,3.0,,1.0,,,,4,2,1,1,1,3,4,2,2,1,21,5.0,4,2,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,3,3,-1,,,,-3,,3,,,3.0,,2.0,,,,3,2,3,1,3,2,2,4,2,2,30,5.0,6,3,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,4,3,5,,,,-3,,3,,,3.0,,2.0,,,,2,1,3,1,3,3,3,2,2,2,26,6.0,3,2,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,2,4,5,,,,-3,,2,,,3.0,,2.0,,,,3,2,4,2,2,2,2,2,2,2,26,6.0,7,3,1,4,604,1995,-7,,1.0,Perú,PER
LAT1995,-1,,4,4,-1,,,,-3,,3,,,3.0,,2.0,,,,3,2,4,4,4,2,2,3,1,1,19,4.0,7,3,7,4,604,1995,-7,,1.0,Perú,PER
LAT1995,2,,3,4,-1,,,,-3,,1,,,2.0,,2.0,,,,4,1,3,-1,-2,4,2,4,2,1,47,5.0,3,5,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,2,,3,3,3,,,,-3,,4,,,4.0,,3.0,,,,3,4,4,2,3,4,2,4,1,1,49,5.0,1,4,1,3,604,1995,-7,,1.0,Perú,PER
LAT1995,3,,3,4,-1,,,,-3,,3,,,3.0,,3.0,,,,2,3,4,3,3,4,3,4,1,2,24,5.0,6,3,1,2,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,3,4,6,,,,-3,,2,,,3.0,,2.0,,,,2,2,2,1,2,2,2,2,2,2,37,3.0,1,3,1,3,604,1995,-7,,1.0,Perú,PER
LAT1995,2,,3,3,8,,,,-3,,3,,,3.0,,2.0,,,,3,1,3,1,2,2,2,3,1,2,41,7.0,6,2,1,3,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,3,2,7,,,,-3,,3,,,3.0,,3.0,,,,2,2,3,2,3,3,2,2,2,1,24,5.0,1,3,1,4,604,1995,-7,,1.0,Perú,PER
LAT1995,1,,2,2,8,,,,-3,,3,,,2.0,,3.0,,,,2,1,2,1,2,2,2,2,2,1,58,2.0,4,5,1,1,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,2,,2,2,-2,,,,-2,,3,,,2.0,,3.0,,,,2,3,2,1,3,3,2,3,1,1,24,3.0,1,3,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,3,,2,3,2,,,,-3,,3,,,3.0,,2.0,,,,2,3,4,1,4,1,4,2,1,2,33,5.0,4,1,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,3,2,-1,,,,2,,4,,,3.0,,2.0,,,,4,4,2,1,4,3,4,3,2,2,27,7.0,3,2,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,2,4,-2,,,,3,,4,,,3.0,,2.0,,,,2,2,2,2,4,1,4,3,2,2,23,4.0,3,3,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,3,4,-1,,,,4,,4,,,2.0,,2.0,,,,3,4,4,4,4,2,4,4,2,1,40,5.0,1,2,15,-3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,-2,,2,2,-2,,,,1,,-2,,,2.0,,2.0,,,,2,2,2,1,3,2,2,2,-2,1,50,4.0,2,2,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,2,,3,2,-1,,,,3,,3,,,3.0,,2.0,,,,2,2,2,3,2,2,3,3,2,1,45,2.0,3,3,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,2,4,7,,,,4,,3,,,3.0,,2.0,,,,4,2,3,2,2,2,4,-1,1,1,33,5.0,3,2,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,3,3,7,,,,1,,4,,,3.0,,2.0,,,,4,4,4,2,3,4,4,2,2,1,38,7.0,1,2,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,-1,,-1,4,-1,,,,1,,4,,,2.0,,2.0,,,,-2,-1,3,1,4,3,-1,4,2,2,34,4.0,1,3,5,1,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,3,,3,2,-2,,,,-2,,5,,,3.0,,2.0,,,,2,3,2,2,4,2,3,3,2,2,38,5.0,1,2,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,2,,3,2,5,,,,-3,,4,,,3.0,,3.0,,,,4,3,2,3,4,3,2,4,2,1,39,3.0,4,3,8,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,3,,3,3,-2,,,,2,,3,,,3.0,,2.0,,,,3,3,3,3,3,3,3,3,2,1,32,5.0,2,3,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,1,4,0,,,,4,,3,,,-1.0,,2.0,,,,-2,2,3,1,-1,-2,2,-2,2,2,61,3.0,1,2,1,1,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,2,,1,4,-1,,,,-3,,3,,,2.0,,2.0,,,,2,2,4,1,1,1,2,4,2,1,64,4.0,5,2,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,3,2,4,,,,4,,3,,,2.0,,-2.0,,,,3,3,4,1,3,2,4,3,1,1,57,7.0,1,1,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,3,,3,-1,-1,,,,4,,3,,,3.0,,2.0,,,,-2,-2,-2,-2,-2,-2,-2,-2,-1,2,44,2.0,3,3,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,3,4,-2,,,,-2,,4,,,3.0,,3.0,,,,3,3,3,2,3,2,4,3,2,2,59,4.0,3,3,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,2,,3,3,-2,,,,-3,,3,,,3.0,,2.0,,,,3,3,4,2,2,2,3,3,2,2,27,3.0,4,3,1,2,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,3,3,10,,,,3,,5,,,3.0,,2.0,,,,1,4,4,2,4,1,4,4,1,2,28,5.0,1,2,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,1,2,-1,,,,-3,,4,,,3.0,,4.0,,,,-1,2,4,1,3,2,4,2,1,2,34,4.0,6,4,1,3,600,1995,-7,,1.0,Paraguay,PRY
LAT1995,1,,1,4,-1,,,,-3,,3,,,2.0,,2.0,,,,-1,-1,-1,1,-1,-1,-1,-1,2,2,76,2.0,5,3,2,1,858,1995,858003,,1.25925926,Uruguay,URY
LAT1995,1,,1,4,5,,,,-3,,3,,,4.0,,3.0,,,,1,1,1,1,2,1,2,1,2,2,70,-2.0,5,3,1,3,858,1995,858001,,1.0,Uruguay,URY
LAT1995,1,,2,4,9,,,,-3,,2,,,2.0,,4.0,,,,1,1,1,1,1,3,1,1,2,1,68,2.0,5,3,1,3,858,1995,858013,,1.25925926,Uruguay,URY
LAT1995,1,,3,2,5,,,,1,,3,,,3.0,,3.0,,,,3,3,4,4,4,2,3,-1,2,2,27,4.0,3,3,12,3,858,1995,858001,,1.8115942,Uruguay,URY
LAT1995,1,,2,2,2,,,,-3,,4,,,2.0,,2.0,,,,1,2,2,1,2,1,2,2,2,2,26,4.0,5,4,3,1,858,1995,858012,,0.48888889,Uruguay,URY
LAT1995,1,,2,3,5,,,,-2,,2,,,2.0,,2.0,,,,2,2,2,1,2,2,2,2,2,1,50,3.0,1,3,3,1,858,1995,858004,,1.38938053,Uruguay,URY
LAT1995,1,,2,2,3,,,,-3,,4,,,4.0,,2.0,,,,2,2,2,3,4,2,4,1,1,2,65,3.0,6,3,14,-3,858,1995,858001,,1.17647059,Uruguay,URY
LAT1995,1,,1,3,7,,,,3,,3,,,3.0,,2.0,,,,2,2,1,1,2,2,2,2,2,2,60,2.0,1,3,1,2,858,1995,858001,,2.30769231,Uruguay,URY
LAT1995,1,,1,4,10,,,,-3,,3,,,2.0,,2.0,,,,2,3,1,1,3,3,1,2,2,1,71,2.0,5,3,1,2,858,1995,858002,,1.25925926,Uruguay,URY
LAT1995,1,,2,3,-1,,,,2,,4,,,4.0,,4.0,,,,-1,4,3,2,4,4,3,4,2,1,55,3.0,1,2,1,3,858,1995,858001,,1.8115942,Uruguay,URY
LAT1995,1,,2,3,5,,,,1,,3,,,4.0,,4.0,,,,3,4,3,3,3,2,4,3,2,2,55,3.0,1,3,1,3,858,1995,858001,,1.8115942,Uruguay,URY
LAT1995,1,,1,2,8,,,,-3,,4,,,2.0,,2.0,,,,2,2,4,2,4,3,4,3,2,2,60,7.0,5,1,1,2,858,1995,858011,,0.16216216,Uruguay,URY
LAT1995,1,,2,3,8,,,,-3,,3,,,2.0,,2.0,,,,1,1,3,4,2,2,1,3,1,2,52,-2.0,4,3,12,-2,858,1995,858010,,1.0,Uruguay,URY
LAT1995,-2,,2,4,-1,,,,-3,,3,,,3.0,,2.0,,,,-1,2,2,4,-1,2,2,2,2,2,18,3.0,6,3,15,-3,858,1995,858015,,1.15853659,Uruguay,URY
LAT1995,1,,2,4,5,,,,-3,,3,,,3.0,,2.0,,,,-1,3,3,4,2,3,3,4,2,2,49,4.0,6,3,1,3,858,1995,858003,,0.48888889,Uruguay,URY
LAT1995,1,,2,3,5,,,,-3,,4,,,3.0,,3.0,,,,3,4,3,4,2,4,4,3,2,1,60,3.0,5,2,14,-3,858,1995,858001,,1.17647059,Uruguay,URY
LAT1995,1,,1,3,2,,,,3,,4,,,3.0,,2.0,,,,3,3,3,4,3,3,4,3,2,1,49,3.0,2,3,12,-1,858,1995,858004,,1.38938053,Uruguay,URY
LAT1995,1,,3,3,3,,,,-3,,5,,,2.0,,1.0,,,,3,3,3,2,3,3,3,4,2,2,33,4.0,5,2,1,3,858,1995,858016,,1.15853659,Uruguay,URY
LAT1995,1,,2,4,7,,,,1,,3,,,3.0,,3.0,,,,2,3,3,1,2,2,2,2,2,2,23,3.0,3,3,1,2,858,1995,858002,,1.38938053,Uruguay,URY
LAT1995,2,,3,1,1,,,,-3,,5,,,3.0,,2.0,,,,2,3,2,3,4,4,3,2,2,2,18,4.0,7,3,15,-3,858,1995,858010,,0.48888889,Uruguay,URY
LAT1995,1,,2,2,5,,,,3,,5,,,5.0,,2.0,,,,3,4,3,4,3,2,2,2,2,1,36,6.0,1,3,14,-3,858,1995,858016,,0.2658227799999999,Uruguay,URY
LAT1995,1,,2,3,4,,,,2,,3,,,3.0,,3.0,,,,2,3,2,2,2,3,4,3,2,1,47,5.0,1,3,1,3,858,1995,858005,,0.2658227799999999,Uruguay,URY
LAT1995,1,,2,2,3,,,,-3,,3,,,3.0,,2.0,,,,2,2,1,4,3,4,4,2,2,1,31,5.0,4,-2,15,-3,858,1995,858001,,0.47474747000000006,Uruguay,URY
LAT1995,1,,1,4,-2,,,,1,,4,,,3.0,,3.0,,,,3,1,3,1,1,1,3,1,2,1,74,1.0,3,3,1,2,862,1995,-5,,1.0,Venezuela,VEN
