ola,columna,valor,total_apariciones
LAT2010,A_007_071,3.0,1232
LAT2010,A_007_071,8.0,1202
LAT2010,A_007_071,2.0,944
LAT2010,A_007_071,0.0,940
LAT2010,A_007_071,-2.0,884
LAT2010,A_007_071,1.0,610
LAT2010,A_007_071,9.0,514
LAT2011,A_007_071,5.0,5223
LAT2011,A_007_071,-6.0,2266
LAT2011,A_007_071,-1.0,1971
LAT2011,A_007_071,4.0,1434
LAT2011,A_007_071,6.0,1350
LAT2011,A_007_071,7.0,1208
LAT2011,A_007_071,8.0,1099
LAT2011,A_007_071,10.0,1097
LAT2011,A_007_071,3.0,1048
LAT2011,A_007_071,-2.0,838
LAT2011,A_007_071,0.0,796
LAT2011,A_007_071,2.0,761
LAT2011,A_007_071,1.0,637
LAT2011,A_007_071,9.0,476
LAT2013,A_007_071,5.0,5515
LAT2013,A_007_071,-8.0,2547
LAT2013,A_007_071,10.0,2073
LAT2013,A_007_071,1.0,1523
LAT2013,A_007_071,3.0,1476
LAT2013,A_007_071,6.0,1415
LAT2013,A_007_071,7.0,1348
LAT2013,A_007_071,4.0,1344
LAT2013,A_007_071,-1.0,1336
LAT2013,A_007_071,8.0,1157
LAT2013,A_007_071,2.0,1135
LAT2013,A_007_071,0.0,776
LAT2013,A_007_071,9.0,569
LAT2013,A_007_071,-2.0,449
LAT2015,A_007_071,5.0,4814
LAT2015,A_007_071,10.0,2589
LAT2015,A_007_071,-8.0,2237
LAT2015,A_007_071,-1.0,1598
LAT2015,A_007_071,1.0,1147
LAT2015,A_007_071,8.0,1045
LAT2015,A_007_071,4.0,1030
LAT2015,A_007_071,0.0,1026
LAT2015,A_007_071,6.0,1006
LAT2015,A_007_071,3.0,987
LAT2015,A_007_071,7.0,978
LAT2015,A_007_071,2.0,739
LAT2015,A_007_071,9.0,528
LAT2015,A_007_071,-2.0,526
LAT2016,A_007_071,,20204
LAT2017,A_007_071,5.0,5080
LAT2017,A_007_071,10.0,2412
LAT2017,A_007_071,0.0,1830
LAT2017,A_007_071,-8.0,1658
LAT2017,A_007_071,6.0,1365
LAT2017,A_007_071,4.0,1266
LAT2017,A_007_071,-2.0,1253
LAT2017,A_007_071,7.0,1234
LAT2017,A_007_071,8.0,1139
LAT2017,A_007_071,3.0,1069
LAT2017,A_007_071,2.0,757
LAT2017,A_007_071,1.0,495
LAT2017,A_007_071,9.0,470
LAT2017,A_007_071,-1.0,172
LAT2018,A_007_071,5.0,5137
LAT2018,A_007_071,10.0,2268
LAT2018,A_007_071,-8.0,2130
LAT2018,A_007_071,0.0,1943
LAT2018,A_007_071,6.0,1235
LAT2018,A_007_071,4.0,1229
LAT2018,A_007_071,-1.0,1129
LAT2018,A_007_071,3.0,1079
LAT2018,A_007_071,7.0,1029
LAT2018,A_007_071,8.0,953
LAT2018,A_007_071,2.0,801
LAT2018,A_007_071,1.0,674
LAT2018,A_007_071,9.0,365
LAT2018,A_007_071,-2.0,232
LAT2020,A_007_071,5.0,4991
LAT2020,A_007_071,97.0,2394
LAT2020,A_007_071,10.0,2210
LAT2020,A_007_071,0.0,2074
LAT2020,A_007_071,-1.0,1270
LAT2020,A_007_071,4.0,1259
LAT2020,A_007_071,3.0,1131
LAT2020,A_007_071,6.0,1072
LAT2020,A_007_071,7.0,927
LAT2020,A_007_071,8.0,828
LAT2020,A_007_071,2.0,756
LAT2020,A_007_071,1.0,611
LAT2020,A_007_071,9.0,383
LAT2020,A_007_071,-2.0,298
LAT2023,A_007_071,5.0,4663
LAT2023,A_007_071,10.0,2703
LAT2023,A_007_071,0.0,1833
LAT2023,A_007_071,97.0,1546
LAT2023,A_007_071,8.0,1179
LAT2023,A_007_071,4.0,1148
LAT2023,A_007_071,7.0,1098
LAT2023,A_007_071,3.0,1093
LAT2023,A_007_071,6.0,1080
LAT2023,A_007_071,-1.0,1078
LAT2023,A_007_071,2.0,642
LAT2023,A_007_071,9.0,540
LAT2023,A_007_071,1.0,464
LAT2023,A_007_071,-2.0,138
LAT2024,A_007_071,5.0,4702
LAT2024,A_007_071,10.0,3295
LAT2024,A_007_071,0.0,1910
LAT2024,A_007_071,97.0,1408
LAT2024,A_007_071,8.0,1218
LAT2024,A_007_071,7.0,1195
LAT2024,A_007_071,6.0,1064
LAT2024,A_007_071,4.0,1051
LAT2024,A_007_071,,974
LAT2024,A_007_071,3.0,920
LAT2024,A_007_071,2.0,556
LAT2024,A_007_071,9.0,538
LAT2024,A_007_071,1.0,383
LAT1995,B_001_101,,9069
LAT1996,B_001_101,,21200
LAT1997,B_001_101,,20243
LAT1998,B_001_101,,20331
LAT2000,B_001_101,,18038
LAT2001,B_001_101,,20631
LAT2002,B_001_101,,21006
LAT2003,B_001_101,,21133
LAT2004,B_001_101,1.0,14071
LAT2004,B_001_101,2.0,4539
LAT2004,B_001_101,-4.0,2491
LAT2004,B_001_101,-1.0,995
LAT2005,B_001_101,1.0,14565
LAT2005,B_001_101,2.0,4797
LAT2005,B_001_101,-2.0,860
LAT2006,B_001_101,1.0,14026
LAT2006,B_001_101,2.0,5159
LAT2006,B_001_101,-4.0,2476
LAT2006,B_001_101,-2.0,1047
LAT2007,B_001_101,1.0,14277
LAT2007,B_001_101,2.0,5088
LAT2007,B_001_101,-4.0,2482
LAT2007,B_001_101,-2.0,847
LAT2008,B_001_101,1.0,14166
LAT2008,B_001_101,2.0,5108
LAT2008,B_001_101,-4.0,2471
LAT2008,B_001_101,-2.0,930
LAT2009,B_001_101,1.0,12284
LAT2009,B_001_101,2.0,6577
LAT2009,B_001_101,-4.0,2486
LAT2009,B_001_101,-2.0,1343
LAT2010,B_001_101,1.0,12853
LAT2010,B_001_101,2.0,6132
LAT2010,B_001_101,-3.0,2483
LAT2010,B_001_101,-2.0,1219
LAT2011,B_001_101,1.0,13807
LAT2011,B_001_101,2.0,5317
LAT2011,B_001_101,-1.0,1080
LAT2013,B_001_101,1.0,13631
LAT2013,B_001_101,2.0,5601
LAT2013,B_001_101,-4.0,2459
LAT2013,B_001_101,-2.0,972
LAT2015,B_001_101,1.0,13499
LAT2015,B_001_101,2.0,5922
LAT2015,B_001_101,-1.0,829
LAT2016,B_001_101,1.0,14849
LAT2016,B_001_101,2.0,4375
LAT2016,B_001_101,-1.0,980
LAT2017,B_001_101,1.0,15105
LAT2017,B_001_101,2.0,4317
LAT2017,B_001_101,-1.0,778
LAT2018,B_001_101,1.0,15963
LAT2018,B_001_101,2.0,3434
LAT2018,B_001_101,-1.0,807
LAT2020,B_001_101,1.0,14856
LAT2020,B_001_101,2.0,4286
LAT2020,B_001_101,-2.0,1062
LAT2023,B_001_101,1.0,13852
LAT2023,B_001_101,2.0,4686
LAT2023,B_001_101,-5.0,585
LAT2023,B_001_101,0.0,82
LAT2024,B_001_101,1.0,13922
LAT2024,B_001_101,2.0,4645
LAT2024,B_001_101,,647
LAT1995,B_006_061,,9069
LAT1996,B_006_061,,21200
LAT1997,B_006_061,,20243
LAT1998,B_006_061,,20331
LAT2000,B_006_061,,18038
LAT2001,B_006_061,,20631
LAT2002,B_006_061,2.0,11250
LAT2002,B_006_061,1.0,7731
LAT2002,B_006_061,-2.0,2025
LAT2003,B_006_061,2.0,11333
LAT2003,B_006_061,1.0,8061
LAT2003,B_006_061,-2.0,1739
LAT2004,B_006_061,2.0,10046
LAT2004,B_006_061,1.0,8176
LAT2004,B_006_061,-4.0,2491
LAT2004,B_006_061,-2.0,1383
LAT2005,B_006_061,1.0,9928
LAT2005,B_006_061,2.0,8782
LAT2005,B_006_061,-2.0,1512
LAT2006,B_006_061,1.0,10933
LAT2006,B_006_061,2.0,7709
LAT2006,B_006_061,-2.0,4066
LAT2007,B_006_061,1.0,10409
LAT2007,B_006_061,2.0,8660
LAT2007,B_006_061,-2.0,3625
LAT2008,B_006_061,1.0,10590
LAT2008,B_006_061,2.0,8642
LAT2008,B_006_061,-2.0,3443
LAT2009,B_006_061,1.0,11512
LAT2009,B_006_061,2.0,6593
LAT2009,B_006_061,-2.0,4585
LAT2010,B_006_061,1.0,11311
LAT2010,B_006_061,2.0,7498
LAT2010,B_006_061,-3.0,2483
LAT2010,B_006_061,-2.0,1395
LAT2011,B_006_061,1.0,10789
LAT2011,B_006_061,2.0,7563
LAT2011,B_006_061,-1.0,1852
LAT2013,B_006_061,1.0,9805
LAT2013,B_006_061,2.0,9005
LAT2013,B_006_061,-4.0,2459
LAT2013,B_006_061,-2.0,1394
LAT2015,B_006_061,1.0,9449
LAT2015,B_006_061,2.0,9319
LAT2015,B_006_061,-1.0,1482
LAT2016,B_006_061,2.0,10928
LAT2016,B_006_061,1.0,7634
LAT2016,B_006_061,-1.0,1642
LAT2017,B_006_061,2.0,11069
LAT2017,B_006_061,1.0,7172
LAT2017,B_006_061,-1.0,1959
LAT2018,B_006_061,2.0,12472
LAT2018,B_006_061,1.0,6488
LAT2018,B_006_061,-1.0,1244
LAT2020,B_006_061,2.0,10846
LAT2020,B_006_061,1.0,7947
LAT2020,B_006_061,-2.0,1411
LAT2023,B_006_061,2.0,10476
LAT2023,B_006_061,1.0,7722
LAT2023,B_006_061,-5.0,1007
LAT2024,B_006_061,2.0,10076
LAT2024,B_006_061,1.0,8319
LAT2024,B_006_061,,819
LAT1995,C_001_031,,9069
LAT1996,C_001_031,,21200
LAT1997,C_001_031,,20243
LAT1998,C_001_031,,20331
LAT2000,C_001_031,,18038
LAT2001,C_001_031,,20631
LAT2002,C_001_031,,21006
LAT2003,C_001_031,,21133
LAT2004,C_001_031,7.0,6332
LAT2004,C_001_031,6.0,3081
LAT2004,C_001_031,16.0,2106
LAT2004,C_001_031,15.0,1931
LAT2004,C_001_031,13.0,1574
LAT2004,C_001_031,3.0,1187
LAT2004,C_001_031,21.0,983
LAT2004,C_001_031,96.0,885
LAT2004,C_001_031,-1.0,882
LAT2004,C_001_031,5.0,625
LAT2004,C_001_031,4.0,430
LAT2004,C_001_031,1.0,345
LAT2004,C_001_031,-2.0,344
LAT2004,C_001_031,11.0,305
LAT2004,C_001_031,20.0,288
LAT2004,C_001_031,17.0,247
LAT2004,C_001_031,10.0,143
LAT2004,C_001_031,97.0,126
LAT2004,C_001_031,8.0,94
LAT2004,C_001_031,9.0,52
LAT2004,C_001_031,14.0,48
LAT2004,C_001_031,12.0,35
LAT2004,C_001_031,2.0,31
LAT2004,C_001_031,18.0,13
LAT2004,C_001_031,19.0,9
LAT2005,C_001_031,7.0,6049
LAT2005,C_001_031,15.0,2834
LAT2005,C_001_031,22.0,1771
LAT2005,C_001_031,6.0,1761
LAT2005,C_001_031,96.0,1329
LAT2005,C_001_031,16.0,1321
LAT2005,C_001_031,13.0,1238
LAT2005,C_001_031,-1.0,739
LAT2005,C_001_031,3.0,499
LAT2005,C_001_031,1.0,494
LAT2005,C_001_031,5.0,473
LAT2005,C_001_031,11.0,390
LAT2005,C_001_031,24.0,253
LAT2005,C_001_031,21.0,217
LAT2005,C_001_031,17.0,172
LAT2005,C_001_031,-2.0,153
LAT2005,C_001_031,4.0,108
LAT2005,C_001_031,10.0,80
LAT2005,C_001_031,97.0,78
LAT2005,C_001_031,12.0,58
LAT2005,C_001_031,8.0,41
LAT2005,C_001_031,14.0,39
LAT2005,C_001_031,2.0,35
LAT2005,C_001_031,9.0,31
LAT2005,C_001_031,18.0,24
LAT2005,C_001_031,20.0,24
LAT2005,C_001_031,23.0,7
LAT2005,C_001_031,19.0,4
LAT2006,C_001_031,7.0,5329
LAT2006,C_001_031,15.0,3420
LAT2006,C_001_031,16.0,2016
LAT2006,C_001_031,22.0,1600
LAT2006,C_001_031,6.0,1357
LAT2006,C_001_031,96.0,1255
LAT2006,C_001_031,13.0,1191
LAT2006,C_001_031,3.0,937
LAT2006,C_001_031,5.0,764
LAT2006,C_001_031,-1.0,744
LAT2006,C_001_031,31.0,576
LAT2006,C_001_031,11.0,557
LAT2006,C_001_031,25.0,554
LAT2006,C_001_031,24.0,365
LAT2006,C_001_031,17.0,320
LAT2006,C_001_031,10.0,313
LAT2006,C_001_031,-2.0,280
LAT2006,C_001_031,4.0,258
LAT2006,C_001_031,1.0,229
LAT2006,C_001_031,21.0,92
LAT2006,C_001_031,97.0,79
LAT2006,C_001_031,8.0,71
LAT2006,C_001_031,26.0,70
LAT2006,C_001_031,9.0,69
LAT2006,C_001_031,14.0,64
LAT2006,C_001_031,18.0,54
LAT2006,C_001_031,12.0,36
LAT2006,C_001_031,2.0,35
LAT2006,C_001_031,20.0,24
LAT2006,C_001_031,19.0,24
LAT2006,C_001_031,28.0,23
LAT2006,C_001_031,23.0,2
LAT2007,C_001_031,7.0,4065
LAT2007,C_001_031,15.0,3595
LAT2007,C_001_031,25.0,2524
LAT2007,C_001_031,13.0,2158
LAT2007,C_001_031,16.0,1813
LAT2007,C_001_031,22.0,1198
LAT2007,C_001_031,96.0,973
LAT2007,C_001_031,5.0,778
LAT2007,C_001_031,3.0,744
LAT2007,C_001_031,-1.0,699
LAT2007,C_001_031,6.0,623
LAT2007,C_001_031,11.0,505
LAT2007,C_001_031,24.0,411
LAT2007,C_001_031,17.0,407
LAT2007,C_001_031,10.0,351
LAT2007,C_001_031,31.0,347
LAT2007,C_001_031,-2.0,251
LAT2007,C_001_031,4.0,212
LAT2007,C_001_031,1.0,210
LAT2007,C_001_031,26.0,192
LAT2007,C_001_031,97.0,112
LAT2007,C_001_031,12.0,112
LAT2007,C_001_031,8.0,80
LAT2007,C_001_031,14.0,72
LAT2007,C_001_031,2.0,67
LAT2007,C_001_031,18.0,63
LAT2007,C_001_031,9.0,62
LAT2007,C_001_031,21.0,35
LAT2007,C_001_031,28.0,15
LAT2007,C_001_031,20.0,14
LAT2007,C_001_031,19.0,5
LAT2007,C_001_031,23.0,1
LAT2008,C_001_031,7.0,4328
LAT2008,C_001_031,15.0,3532
LAT2008,C_001_031,25.0,3431
LAT2008,C_001_031,6.0,2135
LAT2008,C_001_031,22.0,1636
LAT2008,C_001_031,16.0,1106
LAT2008,C_001_031,96.0,789
LAT2008,C_001_031,13.0,740
LAT2008,C_001_031,-1.0,721
LAT2008,C_001_031,28.0,693
LAT2008,C_001_031,5.0,569
LAT2008,C_001_031,11.0,503
LAT2008,C_001_031,3.0,298
LAT2008,C_001_031,1.0,272
LAT2008,C_001_031,24.0,242
LAT2008,C_001_031,17.0,224
LAT2008,C_001_031,21.0,201
LAT2008,C_001_031,-2.0,170
LAT2008,C_001_031,4.0,133
LAT2008,C_001_031,97.0,133
LAT2008,C_001_031,31.0,122
LAT2008,C_001_031,23.0,117
LAT2008,C_001_031,2.0,94
LAT2008,C_001_031,10.0,93
LAT2008,C_001_031,26.0,79
LAT2008,C_001_031,14.0,76
LAT2008,C_001_031,18.0,74
LAT2008,C_001_031,9.0,56
LAT2008,C_001_031,8.0,49
LAT2008,C_001_031,12.0,33
LAT2008,C_001_031,19.0,14
LAT2008,C_001_031,20.0,7
LAT2008,C_001_031,27.0,5
LAT2009,C_001_031,7.0,5530
LAT2009,C_001_031,25.0,3984
LAT2009,C_001_031,15.0,3945
LAT2009,C_001_031,16.0,1445
LAT2009,C_001_031,22.0,1382
LAT2009,C_001_031,6.0,699
LAT2009,C_001_031,28.0,666
LAT2009,C_001_031,13.0,619
LAT2009,C_001_031,5.0,579
LAT2009,C_001_031,-1.0,554
LAT2009,C_001_031,96.0,537
LAT2009,C_001_031,11.0,519
LAT2009,C_001_031,23.0,264
LAT2009,C_001_031,24.0,254
LAT2009,C_001_031,17.0,245
LAT2009,C_001_031,4.0,209
LAT2009,C_001_031,-2.0,190
LAT2009,C_001_031,3.0,165
LAT2009,C_001_031,1.0,160
LAT2009,C_001_031,97.0,113
LAT2009,C_001_031,14.0,109
LAT2009,C_001_031,26.0,99
LAT2009,C_001_031,31.0,80
LAT2009,C_001_031,10.0,77
LAT2009,C_001_031,12.0,73
LAT2009,C_001_031,8.0,46
LAT2009,C_001_031,18.0,46
LAT2009,C_001_031,2.0,37
LAT2009,C_001_031,9.0,32
LAT2009,C_001_031,20.0,13
LAT2009,C_001_031,27.0,8
LAT2009,C_001_031,19.0,6
LAT2009,C_001_031,21.0,5
LAT2010,C_001_031,15.0,5462
LAT2010,C_001_031,7.0,5276
LAT2010,C_001_031,25.0,3051
LAT2010,C_001_031,16.0,1484
LAT2010,C_001_031,22.0,802
LAT2010,C_001_031,13.0,757
LAT2010,C_001_031,28.0,702
LAT2010,C_001_031,5.0,688
LAT2010,C_001_031,11.0,642
LAT2010,C_001_031,-1.0,589
LAT2010,C_001_031,6.0,392
LAT2010,C_001_031,17.0,361
LAT2010,C_001_031,3.0,336
LAT2010,C_001_031,24.0,286
LAT2010,C_001_031,96.0,255
LAT2010,C_001_031,-2.0,226
LAT2010,C_001_031,26.0,201
LAT2010,C_001_031,1.0,174
LAT2010,C_001_031,12.0,133
LAT2010,C_001_031,14.0,128
LAT2010,C_001_031,4.0,116
LAT2010,C_001_031,18.0,100
LAT2010,C_001_031,31.0,97
LAT2010,C_001_031,97.0,90
LAT2010,C_001_031,10.0,78
LAT2010,C_001_031,2.0,78
LAT2010,C_001_031,8.0,72
LAT2010,C_001_031,23.0,44
LAT2010,C_001_031,9.0,37
LAT2010,C_001_031,21.0,11
LAT2010,C_001_031,27.0,10
LAT2010,C_001_031,19.0,5
LAT2010,C_001_031,20.0,4
LAT2011,C_001_031,15.0,5688
LAT2011,C_001_031,7.0,3198
LAT2011,C_001_031,25.0,2352
LAT2011,C_001_031,16.0,1256
LAT2011,C_001_031,5.0,1037
LAT2011,C_001_031,13.0,949
LAT2011,C_001_031,28.0,864
LAT2011,C_001_031,6.0,696
LAT2011,C_001_031,11.0,654
LAT2011,C_001_031,22.0,623
LAT2011,C_001_031,-1.0,528
LAT2011,C_001_031,17.0,356
LAT2011,C_001_031,14.0,304
LAT2011,C_001_031,-2.0,254
LAT2011,C_001_031,24.0,221
LAT2011,C_001_031,96.0,212
LAT2011,C_001_031,1.0,130
LAT2011,C_001_031,97.0,123
LAT2011,C_001_031,3.0,116
LAT2011,C_001_031,10.0,106
LAT2011,C_001_031,4.0,93
LAT2011,C_001_031,12.0,86
LAT2011,C_001_031,26.0,78
LAT2011,C_001_031,9.0,51
LAT2011,C_001_031,23.0,51
LAT2011,C_001_031,21.0,45
LAT2011,C_001_031,8.0,44
LAT2011,C_001_031,2.0,37
LAT2011,C_001_031,18.0,33
LAT2011,C_001_031,27.0,10
LAT2011,C_001_031,20.0,5
LAT2011,C_001_031,19.0,4
LAT2013,C_001_031,15.0,4932
LAT2013,C_001_031,7.0,4484
LAT2013,C_001_031,13.0,1488
LAT2013,C_001_031,25.0,1398
LAT2013,C_001_031,5.0,1017
LAT2013,C_001_031,1.0,1011
LAT2013,C_001_031,22.0,982
LAT2013,C_001_031,11.0,969
LAT2013,C_001_031,16.0,821
LAT2013,C_001_031,6.0,796
LAT2013,C_001_031,4.0,750
LAT2013,C_001_031,29.0,641
LAT2013,C_001_031,28.0,597
LAT2013,C_001_031,-1.0,391
LAT2013,C_001_031,2.0,318
LAT2013,C_001_031,17.0,271
LAT2013,C_001_031,30.0,269
LAT2013,C_001_031,24.0,241
LAT2013,C_001_031,14.0,222
LAT2013,C_001_031,8.0,205
LAT2013,C_001_031,3.0,202
LAT2013,C_001_031,-2.0,123
LAT2013,C_001_031,9.0,98
LAT2013,C_001_031,97.0,87
LAT2013,C_001_031,10.0,85
LAT2013,C_001_031,26.0,76
LAT2013,C_001_031,18.0,52
LAT2013,C_001_031,12.0,51
LAT2013,C_001_031,23.0,20
LAT2013,C_001_031,19.0,19
LAT2013,C_001_031,20.0,17
LAT2013,C_001_031,27.0,15
LAT2013,C_001_031,21.0,15
LAT2015,C_001_031,15.0,4626
LAT2015,C_001_031,7.0,3257
LAT2015,C_001_031,25.0,1662
LAT2015,C_001_031,13.0,1318
LAT2015,C_001_031,22.0,1265
LAT2015,C_001_031,-1.0,937
LAT2015,C_001_031,6.0,901
LAT2015,C_001_031,5.0,876
LAT2015,C_001_031,29.0,777
LAT2015,C_001_031,11.0,730
LAT2015,C_001_031,28.0,656
LAT2015,C_001_031,16.0,607
LAT2015,C_001_031,30.0,550
LAT2015,C_001_031,17.0,295
LAT2015,C_001_031,1.0,251
LAT2015,C_001_031,3.0,217
LAT2015,C_001_031,24.0,208
LAT2015,C_001_031,26.0,155
LAT2015,C_001_031,-2.0,133
LAT2015,C_001_031,14.0,119
LAT2015,C_001_031,4.0,119
LAT2015,C_001_031,12.0,112
LAT2015,C_001_031,97.0,97
LAT2015,C_001_031,2.0,92
LAT2015,C_001_031,8.0,87
LAT2015,C_001_031,9.0,71
LAT2015,C_001_031,20.0,40
LAT2015,C_001_031,10.0,30
LAT2015,C_001_031,18.0,26
LAT2015,C_001_031,21.0,17
LAT2015,C_001_031,23.0,10
LAT2015,C_001_031,19.0,6
LAT2015,C_001_031,27.0,3
LAT2016,C_001_031,15.0,4466
LAT2016,C_001_031,7.0,3176
LAT2016,C_001_031,25.0,2069
LAT2016,C_001_031,13.0,1507
LAT2016,C_001_031,29.0,1154
LAT2016,C_001_031,22.0,1081
LAT2016,C_001_031,30.0,815
LAT2016,C_001_031,5.0,782
LAT2016,C_001_031,11.0,774
LAT2016,C_001_031,-1.0,717
LAT2016,C_001_031,16.0,708
LAT2016,C_001_031,28.0,681
LAT2016,C_001_031,6.0,589
LAT2016,C_001_031,17.0,214
LAT2016,C_001_031,26.0,198
LAT2016,C_001_031,-2.0,170
LAT2016,C_001_031,97.0,159
LAT2016,C_001_031,14.0,139
LAT2016,C_001_031,1.0,138
LAT2016,C_001_031,24.0,125
LAT2016,C_001_031,4.0,121
LAT2016,C_001_031,12.0,110
LAT2016,C_001_031,27.0,90
LAT2016,C_001_031,3.0,78
LAT2016,C_001_031,2.0,40
LAT2016,C_001_031,8.0,28
LAT2016,C_001_031,10.0,26
LAT2016,C_001_031,18.0,19
LAT2016,C_001_031,21.0,11
LAT2016,C_001_031,19.0,10
LAT2016,C_001_031,23.0,5
LAT2016,C_001_031,9.0,3
LAT2016,C_001_031,20.0,1
LAT2017,C_001_031,15.0,4112
LAT2017,C_001_031,7.0,3067
LAT2017,C_001_031,25.0,2271
LAT2017,C_001_031,13.0,1947
LAT2017,C_001_031,22.0,1707
LAT2017,C_001_031,5.0,910
LAT2017,C_001_031,16.0,764
LAT2017,C_001_031,-1.0,677
LAT2017,C_001_031,11.0,653
LAT2017,C_001_031,28.0,634
LAT2017,C_001_031,29.0,623
LAT2017,C_001_031,30.0,497
LAT2017,C_001_031,6.0,385
LAT2017,C_001_031,17.0,328
LAT2017,C_001_031,1.0,225
LAT2017,C_001_031,24.0,184
LAT2017,C_001_031,97.0,162
LAT2017,C_001_031,3.0,143
LAT2017,C_001_031,4.0,128
LAT2017,C_001_031,26.0,120
LAT2017,C_001_031,-2.0,101
LAT2017,C_001_031,12.0,100
LAT2017,C_001_031,2.0,95
LAT2017,C_001_031,14.0,93
LAT2017,C_001_031,8.0,60
LAT2017,C_001_031,9.0,49
LAT2017,C_001_031,18.0,34
LAT2017,C_001_031,10.0,33
LAT2017,C_001_031,19.0,25
LAT2017,C_001_031,27.0,22
LAT2017,C_001_031,23.0,20
LAT2017,C_001_031,20.0,17
LAT2017,C_001_031,21.0,14
LAT2018,C_001_031,24.0,3894
LAT2018,C_001_031,5.0,2891
LAT2018,C_001_031,9.0,2669
LAT2018,C_001_031,35.0,1842
LAT2018,C_001_031,34.0,1824
LAT2018,C_001_031,11.0,969
LAT2018,C_001_031,13.0,830
LAT2018,C_001_031,-1.0,670
LAT2018,C_001_031,3.0,664
LAT2018,C_001_031,96.0,638
LAT2018,C_001_031,25.0,609
LAT2018,C_001_031,18.0,434
LAT2018,C_001_031,1.0,237
LAT2018,C_001_031,4.0,215
LAT2018,C_001_031,30.0,212
LAT2018,C_001_031,6.0,208
LAT2018,C_001_031,42.0,117
LAT2018,C_001_031,-2.0,116
LAT2018,C_001_031,10.0,116
LAT2018,C_001_031,97.0,108
LAT2018,C_001_031,2.0,100
LAT2018,C_001_031,19.0,95
LAT2018,C_001_031,20.0,85
LAT2018,C_001_031,23.0,79
LAT2018,C_001_031,36.0,75
LAT2018,C_001_031,29.0,72
LAT2018,C_001_031,44.0,50
LAT2018,C_001_031,39.0,47
LAT2018,C_001_031,27.0,41
LAT2018,C_001_031,16.0,37
LAT2018,C_001_031,7.0,37
LAT2018,C_001_031,43.0,29
LAT2018,C_001_031,8.0,27
LAT2018,C_001_031,22.0,25
LAT2018,C_001_031,12.0,24
LAT2018,C_001_031,14.0,23
LAT2018,C_001_031,17.0,23
LAT2018,C_001_031,37.0,22
LAT2018,C_001_031,31.0,20
LAT2018,C_001_031,21.0,14
LAT2018,C_001_031,33.0,6
LAT2018,C_001_031,32.0,3
LAT2018,C_001_031,15.0,3
LAT2018,C_001_031,41.0,2
LAT2018,C_001_031,28.0,1
LAT2018,C_001_031,38.0,1
LAT2020,C_001_031,9.0,3305
LAT2020,C_001_031,5.0,2467
LAT2020,C_001_031,35.0,1952
LAT2020,C_001_031,34.0,1828
LAT2020,C_001_031,24.0,1423
LAT2020,C_001_031,45.0,1403
LAT2020,C_001_031,13.0,1257
LAT2020,C_001_031,3.0,1051
LAT2020,C_001_031,96.0,892
LAT2020,C_001_031,11.0,791
LAT2020,C_001_031,-1.0,750
LAT2020,C_001_031,4.0,508
LAT2020,C_001_031,2.0,396
LAT2020,C_001_031,1.0,368
LAT2020,C_001_031,6.0,249
LAT2020,C_001_031,25.0,193
LAT2020,C_001_031,42.0,166
LAT2020,C_001_031,18.0,164
LAT2020,C_001_031,-2.0,157
LAT2020,C_001_031,10.0,120
LAT2020,C_001_031,97.0,100
LAT2020,C_001_031,17.0,67
LAT2020,C_001_031,19.0,61
LAT2020,C_001_031,30.0,56
LAT2020,C_001_031,15.0,47
LAT2020,C_001_031,29.0,41
LAT2020,C_001_031,39.0,41
LAT2020,C_001_031,22.0,38
LAT2020,C_001_031,14.0,37
LAT2020,C_001_031,44.0,35
LAT2020,C_001_031,31.0,27
LAT2020,C_001_031,8.0,27
LAT2020,C_001_031,12.0,26
LAT2020,C_001_031,36.0,26
LAT2020,C_001_031,23.0,23
LAT2020,C_001_031,20.0,22
LAT2020,C_001_031,16.0,18
LAT2020,C_001_031,7.0,16
LAT2020,C_001_031,27.0,13
LAT2020,C_001_031,21.0,13
LAT2020,C_001_031,37.0,8
LAT2020,C_001_031,43.0,7
LAT2020,C_001_031,28.0,6
LAT2020,C_001_031,41.0,5
LAT2020,C_001_031,32.0,2
LAT2020,C_001_031,33.0,2
LAT2023,C_001_031,5.0,2910
LAT2023,C_001_031,9.0,2590
LAT2023,C_001_031,26.0,2581
LAT2023,C_001_031,35.0,1455
LAT2023,C_001_031,36.0,1384
LAT2023,C_001_031,3.0,882
LAT2023,C_001_031,10.0,827
LAT2023,C_001_031,16.0,791
LAT2023,C_001_031,14.0,787
LAT2023,C_001_031,96.0,664
LAT2023,C_001_031,-1.0,622
LAT2023,C_001_031,24.0,472
LAT2023,C_001_031,4.0,355
LAT2023,C_001_031,33.0,302
LAT2023,C_001_031,1.0,238
LAT2023,C_001_031,13.0,210
LAT2023,C_001_031,6.0,194
LAT2023,C_001_031,2.0,161
LAT2023,C_001_031,8.0,155
LAT2023,C_001_031,7.0,155
LAT2023,C_001_031,11.0,154
LAT2023,C_001_031,34.0,145
LAT2023,C_001_031,27.0,143
LAT2023,C_001_031,97.0,129
LAT2023,C_001_031,31.0,114
LAT2023,C_001_031,30.0,107
LAT2023,C_001_031,-2.0,88
LAT2023,C_001_031,20.0,72
LAT2023,C_001_031,37.0,62
LAT2023,C_001_031,43.0,52
LAT2023,C_001_031,25.0,40
LAT2023,C_001_031,17.0,37
LAT2023,C_001_031,23.0,36
LAT2023,C_001_031,18.0,32
