country_name,country_text_id,country_id,year,COWcode,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2x_freexp_altinf,v2xcl_rol,v2x_jucon,v2xlg_legcon,v2x_cspart,v2x_egal,v2xeg_eqdr,v2x_accountability_osp,v2xnp_regcorr,v2x_neopat,v2xpe_exlsocgr,v2xpe_exlecon,v2x_corr,v2x_pubcorr,v2x_execorr,v2x_gender,v2x_rule,v2xcs_ccsi
Ecuador,ECU,75,2006,130.000000,0.693000,0.451000,0.494000,0.408000,0.399000,0.789000,0.802000,0.391000,0.588000,0.817000,0.486000,0.418000,0.841000,0.665000,0.617000,0.402000,0.527000,0.709000,0.606000,0.622000,0.802000,0.378000,0.861000
Ecuador,ECU,75,2007,130.000000,0.671000,0.407000,0.476000,0.516000,0.429000,0.808000,0.833000,0.357000,0.404000,0.806000,0.581000,0.537000,0.808000,0.644000,0.650000,0.348000,0.492000,0.680000,0.580000,0.609000,0.813000,0.407000,0.832000
Ecuador,ECU,75,2008,130.000000,0.634000,0.343000,0.469000,0.476000,0.418000,0.774000,0.834000,0.241000,0.273000,0.804000,0.608000,0.578000,0.767000,0.640000,0.712000,0.334000,0.470000,0.660000,0.505000,0.606000,0.825000,0.387000,0.770000
Ecuador,ECU,75,2009,130.000000,0.613000,0.329000,0.440000,0.435000,0.411000,0.783000,0.843000,0.238000,0.249000,0.710000,0.619000,0.604000,0.742000,0.639000,0.710000,0.327000,0.470000,0.660000,0.505000,0.606000,0.845000,0.399000,0.601000
Ecuador,ECU,75,2010,130.000000,0.588000,0.309000,0.412000,0.406000,0.412000,0.745000,0.827000,0.220000,0.244000,0.625000,0.659000,0.608000,0.723000,0.655000,0.721000,0.260000,0.415000,0.670000,0.526000,0.618000,0.844000,0.380000,0.503000
Ecuador,ECU,75,2011,130.000000,0.581000,0.304000,0.406000,0.401000,0.407000,0.737000,0.827000,0.220000,0.244000,0.606000,0.659000,0.608000,0.718000,0.655000,0.721000,0.260000,0.415000,0.674000,0.544000,0.618000,0.847000,0.379000,0.472000
Ecuador,ECU,75,2012,130.000000,0.586000,0.306000,0.409000,0.395000,0.411000,0.747000,0.826000,0.220000,0.211000,0.606000,0.660000,0.608000,0.712000,0.655000,0.735000,0.266000,0.415000,0.675000,0.550000,0.618000,0.847000,0.374000,0.465000
Ecuador,ECU,75,2013,130.000000,0.538000,0.265000,0.367000,0.359000,0.378000,0.684000,0.815000,0.200000,0.144000,0.548000,0.655000,0.608000,0.663000,0.679000,0.758000,0.266000,0.405000,0.703000,0.602000,0.642000,0.844000,0.354000,0.348000
Ecuador,ECU,75,2014,130.000000,0.534000,0.262000,0.366000,0.342000,0.376000,0.688000,0.815000,0.177000,0.141000,0.548000,0.657000,0.596000,0.664000,0.679000,0.764000,0.266000,0.405000,0.704000,0.602000,0.642000,0.842000,0.346000,0.331000
Ecuador,ECU,75,2015,130.000000,0.533000,0.263000,0.363000,0.341000,0.377000,0.693000,0.823000,0.177000,0.142000,0.548000,0.653000,0.596000,0.658000,0.678000,0.767000,0.266000,0.405000,0.709000,0.602000,0.642000,0.844000,0.346000,0.326000
Ecuador,ECU,75,2016,130.000000,0.540000,0.264000,0.364000,0.344000,0.384000,0.706000,0.823000,0.177000,0.144000,0.548000,0.660000,0.596000,0.663000,0.678000,0.767000,0.274000,0.405000,0.707000,0.597000,0.642000,0.850000,0.331000,0.327000
Ecuador,ECU,75,2017,130.000000,0.552000,0.338000,0.378000,0.437000,0.390000,0.723000,0.851000,0.275000,0.515000,0.574000,0.661000,0.605000,0.740000,0.511000,0.624000,0.274000,0.407000,0.627000,0.536000,0.419000,0.854000,0.432000,0.426000
Ecuador,ECU,75,2018,130.000000,0.641000,0.458000,0.443000,0.484000,0.416000,0.835000,0.857000,0.528000,0.663000,0.646000,0.600000,0.553000,0.826000,0.548000,0.500000,0.279000,0.439000,0.638000,0.505000,0.450000,0.858000,0.500000,0.780000
Ecuador,ECU,75,2019,130.000000,0.617000,0.446000,0.425000,0.457000,0.406000,0.800000,0.853000,0.523000,0.706000,0.620000,0.608000,0.572000,0.812000,0.548000,0.488000,0.333000,0.443000,0.629000,0.505000,0.450000,0.834000,0.516000,0.651000
Ecuador,ECU,75,2020,130.000000,0.626000,0.481000,0.437000,0.437000,0.404000,0.851000,0.865000,0.592000,0.797000,0.684000,0.588000,0.537000,0.838000,0.554000,0.433000,0.350000,0.449000,0.636000,0.543000,0.470000,0.861000,0.539000,0.718000
Ecuador,ECU,75,2021,130.000000,0.625000,0.454000,0.425000,0.471000,0.376000,0.794000,0.861000,0.544000,0.696000,0.655000,0.530000,0.421000,0.834000,0.495000,0.471000,0.373000,0.453000,0.627000,0.591000,0.385000,0.850000,0.530000,0.655000
Ecuador,ECU,75,2022,130.000000,0.661000,0.504000,0.460000,0.408000,0.379000,0.821000,0.848000,0.579000,0.794000,0.708000,0.492000,0.375000,0.852000,0.518000,0.448000,0.388000,0.497000,0.628000,0.613000,0.450000,0.831000,0.526000,0.729000
Ecuador,ECU,75,2023,130.000000,0.641000,0.463000,0.491000,0.395000,0.347000,0.753000,0.755000,0.522000,0.810000,0.763000,0.453000,0.341000,0.843000,0.575000,0.477000,0.478000,0.540000,0.660000,0.661000,0.533000,0.797000,0.466000,0.724000
Ecuador,ECU,75,2024,130.000000,0.641000,0.443000,0.491000,0.348000,0.305000,0.742000,0.692000,0.485000,0.781000,0.735000,0.363000,0.310000,0.830000,0.586000,0.510000,,,0.655000,0.646000,0.534000,0.791000,0.430000,0.697000
Guatemala,GTM,78,1995,90.000000,0.412000,0.240000,0.288000,0.267000,0.170000,0.535000,0.189000,0.661000,0.596000,0.797000,0.288000,0.263000,0.678000,0.749000,0.577000,0.855000,0.883000,0.812000,0.839000,0.691000,0.450000,0.296000,0.785000
Guatemala,GTM,78,1996,90.000000,0.454000,0.261000,0.311000,0.310000,0.194000,0.609000,0.256000,0.661000,0.538000,0.797000,0.312000,0.247000,0.699000,0.715000,0.575000,0.837000,0.876000,0.779000,0.761000,0.640000,0.499000,0.348000,0.822000
Guatemala,GTM,78,1997,90.000000,0.489000,0.282000,0.312000,0.358000,0.207000,0.665000,0.336000,0.602000,0.538000,0.666000,0.307000,0.249000,0.730000,0.715000,0.594000,0.826000,0.871000,0.779000,0.761000,0.640000,0.520000,0.359000,0.868000
Guatemala,GTM,78,1998,90.000000,0.489000,0.284000,0.312000,0.358000,0.207000,0.665000,0.354000,0.602000,0.538000,0.666000,0.307000,0.249000,0.731000,0.715000,0.594000,0.826000,0.871000,0.779000,0.761000,0.640000,0.529000,0.358000,0.868000
Guatemala,GTM,78,1999,90.000000,0.491000,0.291000,0.311000,0.379000,0.208000,0.665000,0.346000,0.616000,0.556000,0.666000,0.307000,0.249000,0.736000,0.744000,0.596000,0.826000,0.871000,0.798000,0.783000,0.668000,0.500000,0.350000,0.868000
Guatemala,GTM,78,2000,90.000000,0.542000,0.362000,0.330000,0.369000,0.230000,0.749000,0.541000,0.624000,0.675000,0.657000,0.310000,0.249000,0.783000,0.785000,0.564000,0.822000,0.871000,0.827000,0.835000,0.749000,0.595000,0.328000,0.868000
Guatemala,GTM,78,2001,90.000000,0.542000,0.362000,0.330000,0.369000,0.230000,0.749000,0.545000,0.624000,0.675000,0.657000,0.310000,0.249000,0.783000,0.785000,0.564000,0.822000,0.871000,0.827000,0.835000,0.749000,0.595000,0.333000,0.868000
Guatemala,GTM,78,2002,90.000000,0.542000,0.362000,0.330000,0.369000,0.230000,0.749000,0.547000,0.624000,0.675000,0.657000,0.310000,0.249000,0.781000,0.785000,0.564000,0.822000,0.871000,0.827000,0.835000,0.749000,0.595000,0.336000,0.868000
Guatemala,GTM,78,2003,90.000000,0.543000,0.363000,0.331000,0.370000,0.231000,0.749000,0.547000,0.624000,0.675000,0.657000,0.310000,0.249000,0.782000,0.785000,0.563000,0.822000,0.871000,0.827000,0.835000,0.749000,0.595000,0.336000,0.868000
Guatemala,GTM,78,2004,90.000000,0.552000,0.372000,0.335000,0.376000,0.236000,0.749000,0.556000,0.624000,0.694000,0.657000,0.310000,0.249000,0.785000,0.787000,0.558000,0.822000,0.871000,0.803000,0.733000,0.753000,0.601000,0.362000,0.868000
Guatemala,GTM,78,2005,90.000000,0.552000,0.373000,0.333000,0.376000,0.236000,0.749000,0.556000,0.624000,0.707000,0.657000,0.310000,0.249000,0.784000,0.787000,0.553000,0.820000,0.871000,0.803000,0.733000,0.753000,0.601000,0.362000,0.868000
Guatemala,GTM,78,2006,90.000000,0.552000,0.374000,0.332000,0.376000,0.236000,0.749000,0.556000,0.624000,0.707000,0.657000,0.310000,0.249000,0.785000,0.787000,0.553000,0.820000,0.871000,0.803000,0.733000,0.753000,0.603000,0.362000,0.868000
Guatemala,GTM,78,2007,90.000000,0.563000,0.386000,0.336000,0.384000,0.241000,0.754000,0.556000,0.624000,0.734000,0.657000,0.310000,0.249000,0.801000,0.787000,0.551000,0.820000,0.871000,0.803000,0.733000,0.753000,0.623000,0.362000,0.868000
Guatemala,GTM,78,2008,90.000000,0.582000,0.395000,0.344000,0.392000,0.251000,0.756000,0.567000,0.624000,0.734000,0.657000,0.314000,0.252000,0.803000,0.772000,0.552000,0.808000,0.871000,0.797000,0.717000,0.741000,0.630000,0.369000,0.868000
Guatemala,GTM,78,2009,90.000000,0.580000,0.396000,0.341000,0.392000,0.251000,0.759000,0.570000,0.624000,0.734000,0.657000,0.314000,0.252000,0.805000,0.772000,0.554000,0.808000,0.871000,0.797000,0.717000,0.741000,0.628000,0.372000,0.868000
Guatemala,GTM,78,2010,90.000000,0.583000,0.397000,0.340000,0.398000,0.251000,0.759000,0.570000,0.617000,0.725000,0.657000,0.313000,0.247000,0.799000,0.771000,0.550000,0.814000,0.871000,0.793000,0.717000,0.741000,0.635000,0.372000,0.868000
Guatemala,GTM,78,2011,90.000000,0.581000,0.393000,0.337000,0.386000,0.250000,0.759000,0.570000,0.626000,0.698000,0.657000,0.313000,0.247000,0.798000,0.774000,0.552000,0.814000,0.871000,0.795000,0.717000,0.741000,0.641000,0.378000,0.868000
Guatemala,GTM,78,2012,90.000000,0.576000,0.391000,0.334000,0.369000,0.240000,0.758000,0.562000,0.626000,0.691000,0.657000,0.296000,0.241000,0.793000,0.769000,0.554000,0.814000,0.869000,0.795000,0.717000,0.735000,0.636000,0.375000,0.868000
Guatemala,GTM,78,2013,90.000000,0.574000,0.410000,0.334000,0.367000,0.243000,0.767000,0.575000,0.710000,0.744000,0.641000,0.307000,0.194000,0.799000,0.833000,0.529000,0.803000,0.875000,0.804000,0.676000,0.821000,0.660000,0.382000,0.840000
Guatemala,GTM,78,2014,90.000000,0.572000,0.412000,0.332000,0.364000,0.244000,0.759000,0.575000,0.736000,0.744000,0.641000,0.311000,0.194000,0.804000,0.833000,0.509000,0.798000,0.875000,0.804000,0.676000,0.821000,0.663000,0.396000,0.840000
Guatemala,GTM,78,2015,90.000000,0.587000,0.425000,0.345000,0.375000,0.249000,0.765000,0.572000,0.744000,0.771000,0.670000,0.307000,0.194000,0.834000,0.811000,0.483000,0.807000,0.874000,0.761000,0.676000,0.809000,0.667000,0.427000,0.839000
Guatemala,GTM,78,2016,90.000000,0.626000,0.451000,0.368000,0.378000,0.268000,0.776000,0.581000,0.726000,0.771000,0.670000,0.307000,0.194000,0.831000,0.796000,0.488000,0.807000,0.874000,0.727000,0.561000,0.778000,0.662000,0.451000,0.839000
Guatemala,GTM,78,2017,90.000000,0.621000,0.444000,0.356000,0.378000,0.259000,0.773000,0.601000,0.742000,0.722000,0.626000,0.298000,0.193000,0.830000,0.804000,0.485000,0.813000,0.874000,0.741000,0.592000,0.803000,0.681000,0.448000,0.846000
Guatemala,GTM,78,2018,90.000000,0.602000,0.415000,0.345000,0.313000,0.260000,0.719000,0.579000,0.703000,0.662000,0.492000,0.312000,0.198000,0.808000,0.856000,0.535000,0.809000,0.865000,0.788000,0.719000,0.864000,0.698000,0.366000,0.834000
Guatemala,GTM,78,2019,90.000000,0.597000,0.415000,0.345000,0.341000,0.246000,0.725000,0.588000,0.691000,0.681000,0.448000,0.289000,0.193000,0.800000,0.835000,0.545000,0.732000,0.819000,0.777000,0.699000,0.841000,0.679000,0.371000,0.848000
Guatemala,GTM,78,2020,90.000000,0.589000,0.402000,0.355000,0.336000,0.260000,0.748000,0.576000,0.688000,0.666000,0.513000,0.327000,0.192000,0.786000,0.809000,0.560000,0.746000,0.821000,0.765000,0.686000,0.802000,0.691000,0.373000,0.782000
Guatemala,GTM,78,2021,90.000000,0.555000,0.359000,0.331000,0.315000,0.238000,0.699000,0.588000,0.625000,0.551000,0.511000,0.314000,0.133000,0.760000,0.799000,0.606000,0.761000,0.829000,0.763000,0.687000,0.795000,0.697000,0.351000,0.725000
Guatemala,GTM,78,2022,90.000000,0.509000,0.314000,0.289000,0.292000,0.214000,0.636000,0.558000,0.595000,0.473000,0.382000,0.301000,0.105000,0.723000,0.816000,0.637000,0.765000,0.826000,0.779000,0.741000,0.811000,0.696000,0.294000,0.679000
Guatemala,GTM,78,2023,90.000000,0.506000,0.338000,0.284000,0.285000,0.228000,0.669000,0.558000,0.756000,0.499000,0.412000,0.344000,0.129000,0.740000,0.839000,0.583000,0.738000,0.826000,0.789000,0.741000,0.843000,0.724000,0.330000,0.679000
Guatemala,GTM,78,2024,90.000000,0.609000,0.492000,0.389000,0.423000,0.298000,0.804000,0.600000,0.962000,0.854000,0.674000,0.389000,0.189000,0.838000,0.486000,0.234000,,,0.691000,0.627000,0.280000,0.723000,0.657000,0.784000
Honduras,HND,27,1995,91.000000,0.544000,0.300000,0.297000,0.420000,0.220000,0.726000,0.594000,0.597000,0.186000,0.740000,0.283000,0.175000,0.709000,0.818000,0.687000,0.493000,0.716000,0.845000,0.801000,0.793000,0.632000,0.296000,0.754000
Honduras,HND,27,1996,91.000000,0.557000,0.305000,0.303000,0.424000,0.224000,0.741000,0.596000,0.597000,0.186000,0.740000,0.283000,0.175000,0.716000,0.818000,0.687000,0.493000,0.716000,0.845000,0.801000,0.793000,0.640000,0.297000,0.785000
Honduras,HND,27,1997,91.000000,0.557000,0.307000,0.303000,0.424000,0.224000,0.741000,0.608000,0.597000,0.186000,0.740000,0.283000,0.175000,0.714000,0.818000,0.687000,0.493000,0.716000,0.845000,0.801000,0.793000,0.654000,0.297000,0.785000
Honduras,HND,27,1998,91.000000,0.555000,0.309000,0.302000,0.422000,0.224000,0.741000,0.616000,0.597000,0.186000,0.740000,0.284000,0.175000,0.724000,0.818000,0.690000,0.494000,0.716000,0.845000,0.801000,0.793000,0.654000,0.302000,0.843000
Honduras,HND,27,1999,91.000000,0.556000,0.316000,0.303000,0.455000,0.224000,0.745000,0.616000,0.648000,0.186000,0.740000,0.280000,0.168000,0.729000,0.818000,0.671000,0.494000,0.716000,0.845000,0.801000,0.793000,0.654000,0.319000,0.843000
Honduras,HND,27,2000,91.000000,0.556000,0.326000,0.337000,0.427000,0.222000,0.745000,0.624000,0.648000,0.244000,0.740000,0.280000,0.172000,0.739000,0.813000,0.651000,0.423000,0.666000,0.841000,0.801000,0.775000,0.662000,0.329000,0.843000
Honduras,HND,27,2001,91.000000,0.555000,0.326000,0.337000,0.427000,0.222000,0.745000,0.636000,0.648000,0.244000,0.740000,0.280000,0.172000,0.742000,0.813000,0.651000,0.423000,0.652000,0.841000,0.801000,0.775000,0.634000,0.329000,0.843000
Honduras,HND,27,2002,91.000000,0.555000,0.327000,0.338000,0.413000,0.235000,0.745000,0.636000,0.648000,0.244000,0.740000,0.301000,0.175000,0.735000,0.820000,0.649000,0.423000,0.634000,0.844000,0.801000,0.789000,0.634000,0.328000,0.843000
Honduras,HND,27,2003,91.000000,0.565000,0.333000,0.344000,0.421000,0.233000,0.768000,0.638000,0.648000,0.244000,0.740000,0.289000,0.151000,0.740000,0.820000,0.649000,0.423000,0.584000,0.844000,0.801000,0.789000,0.634000,0.328000,0.860000
Honduras,HND,27,2004,91.000000,0.565000,0.333000,0.344000,0.421000,0.233000,0.768000,0.638000,0.648000,0.244000,0.740000,0.289000,0.151000,0.746000,0.820000,0.649000,0.423000,0.584000,0.844000,0.801000,0.789000,0.634000,0.328000,0.860000
Honduras,HND,27,2005,91.000000,0.559000,0.331000,0.340000,0.417000,0.232000,0.768000,0.645000,0.648000,0.244000,0.740000,0.294000,0.157000,0.712000,0.820000,0.650000,0.423000,0.584000,0.844000,0.801000,0.789000,0.715000,0.328000,0.860000
Honduras,HND,27,2006,91.000000,0.521000,0.312000,0.317000,0.420000,0.224000,0.794000,0.655000,0.663000,0.244000,0.740000,0.315000,0.169000,0.733000,0.820000,0.634000,0.429000,0.590000,0.844000,0.801000,0.789000,0.718000,0.334000,0.858000
Honduras,HND,27,2007,91.000000,0.522000,0.315000,0.318000,0.417000,0.223000,0.801000,0.655000,0.679000,0.244000,0.740000,0.317000,0.173000,0.730000,0.824000,0.637000,0.429000,0.590000,0.846000,0.801000,0.796000,0.718000,0.342000,0.858000
Honduras,HND,27,2008,91.000000,0.519000,0.323000,0.315000,0.407000,0.221000,0.792000,0.662000,0.679000,0.304000,0.740000,0.316000,0.173000,0.738000,0.824000,0.636000,0.429000,0.590000,0.846000,0.801000,0.796000,0.721000,0.342000,0.858000
Honduras,HND,27,2009,91.000000,0.441000,0.283000,0.280000,0.263000,0.169000,0.616000,0.536000,0.626000,0.505000,0.759000,0.260000,0.155000,0.648000,0.824000,0.641000,0.453000,0.609000,0.846000,0.801000,0.796000,0.673000,0.291000,0.744000
Honduras,HND,27,2010,91.000000,0.408000,0.239000,0.263000,0.321000,0.153000,0.646000,0.570000,0.599000,0.251000,0.742000,0.246000,0.152000,0.637000,0.815000,0.681000,0.446000,0.606000,0.847000,0.820000,0.792000,0.675000,0.287000,0.767000
Honduras,HND,27,2011,91.000000,0.419000,0.248000,0.267000,0.312000,0.164000,0.676000,0.598000,0.620000,0.251000,0.748000,0.270000,0.167000,0.647000,0.824000,0.681000,0.440000,0.616000,0.854000,0.820000,0.793000,0.707000,0.293000,0.801000
Honduras,HND,27,2012,91.000000,0.418000,0.240000,0.271000,0.303000,0.161000,0.668000,0.603000,0.544000,0.251000,0.772000,0.255000,0.136000,0.648000,0.824000,0.706000,0.440000,0.616000,0.854000,0.820000,0.793000,0.704000,0.273000,0.806000
Honduras,HND,27,2013,91.000000,0.413000,0.255000,0.271000,0.295000,0.158000,0.673000,0.638000,0.619000,0.272000,0.798000,0.255000,0.136000,0.678000,0.823000,0.681000,0.440000,0.616000,0.856000,0.820000,0.793000,0.731000,0.302000,0.806000
Honduras,HND,27,2014,91.000000,0.433000,0.270000,0.279000,0.292000,0.165000,0.682000,0.665000,0.619000,0.301000,0.779000,0.253000,0.130000,0.675000,0.823000,0.681000,0.440000,0.616000,0.856000,0.820000,0.793000,0.731000,0.318000,0.806000
Honduras,HND,27,2015,91.000000,0.426000,0.245000,0.276000,0.288000,0.163000,0.656000,0.628000,0.477000,0.301000,0.783000,0.261000,0.130000,0.670000,0.823000,0.745000,0.440000,0.631000,0.856000,0.820000,0.793000,0.724000,0.264000,0.806000
Honduras,HND,27,2016,91.000000,0.425000,0.254000,0.277000,0.288000,0.164000,0.653000,0.628000,0.551000,0.301000,0.800000,0.260000,0.130000,0.670000,0.823000,0.718000,0.440000,0.631000,0.856000,0.820000,0.793000,0.719000,0.291000,0.806000
Honduras,HND,27,2017,91.000000,0.414000,0.244000,0.270000,0.272000,0.160000,0.680000,0.610000,0.530000,0.306000,0.772000,0.261000,0.130000,0.612000,0.809000,0.728000,0.442000,0.631000,0.840000,0.803000,0.793000,0.721000,0.279000,0.796000
Honduras,HND,27,2018,91.000000,0.361000,0.233000,0.245000,0.250000,0.146000,0.662000,0.658000,0.589000,0.321000,0.782000,0.271000,0.164000,0.645000,0.811000,0.699000,0.442000,0.635000,0.845000,0.851000,0.793000,0.713000,0.298000,0.900000
Honduras,HND,27,2019,91.000000,0.368000,0.229000,0.250000,0.256000,0.144000,0.649000,0.628000,0.577000,0.289000,0.792000,0.261000,0.156000,0.651000,0.808000,0.701000,0.449000,0.635000,0.842000,0.851000,0.793000,0.691000,0.290000,0.900000
Honduras,HND,27,2020,91.000000,0.372000,0.233000,0.250000,0.256000,0.143000,0.682000,0.639000,0.573000,0.296000,0.780000,0.252000,0.122000,0.656000,0.771000,0.682000,0.449000,0.635000,0.828000,0.851000,0.742000,0.706000,0.293000,0.900000
Honduras,HND,27,2021,91.000000,0.394000,0.248000,0.265000,0.273000,0.152000,0.718000,0.627000,0.635000,0.290000,0.780000,0.260000,0.072000,0.734000,0.756000,0.654000,0.438000,0.635000,0.814000,0.814000,0.720000,0.723000,0.330000,0.900000
Honduras,HND,27,2022,91.000000,0.544000,0.389000,0.351000,0.363000,0.261000,0.887000,0.739000,0.796000,0.481000,0.819000,0.377000,0.129000,0.807000,0.708000,0.483000,0.372000,0.598000,0.772000,0.814000,0.689000,0.770000,0.481000,0.915000
Honduras,HND,27,2023,91.000000,0.539000,0.398000,0.333000,0.385000,0.269000,0.880000,0.753000,0.816000,0.525000,0.754000,0.398000,0.130000,0.810000,0.688000,0.456000,0.426000,0.583000,0.750000,0.771000,0.651000,0.796000,0.506000,0.915000
Honduras,HND,27,2024,91.000000,0.538000,0.383000,0.330000,0.397000,0.278000,0.867000,0.761000,0.816000,0.423000,0.754000,0.421000,0.128000,0.802000,0.696000,0.475000,,,0.749000,0.748000,0.665000,0.800000,0.504000,0.915000
Mexico,MEX,3,1995,70.000000,0.491000,0.281000,0.286000,0.339000,0.244000,0.684000,0.587000,0.573000,0.295000,0.511000,0.397000,0.288000,0.648000,0.622000,0.597000,0.616000,0.728000,0.662000,0.513000,0.530000,0.631000,0.483000,0.468000
Mexico,MEX,3,1996,70.000000,0.512000,0.293000,0.296000,0.351000,0.252000,0.684000,0.587000,0.573000,0.295000,0.511000,0.397000,0.288000,0.685000,0.622000,0.563000,0.616000,0.728000,0.662000,0.513000,0.530000,0.631000,0.483000,0.468000
Mexico,MEX,3,1997,70.000000,0.555000,0.346000,0.329000,0.380000,0.275000,0.684000,0.593000,0.573000,0.511000,0.560000,0.397000,0.288000,0.776000,0.606000,0.504000,0.616000,0.728000,0.643000,0.447000,0.512000,0.631000,0.501000,0.513000
Mexico,MEX,3,1998,70.000000,0.600000,0.378000,0.355000,0.409000,0.299000,0.684000,0.593000,0.573000,0.536000,0.560000,0.397000,0.288000,0.786000,0.606000,0.504000,0.616000,0.728000,0.640000,0.447000,0.512000,0.631000,0.501000,0.609000
Mexico,MEX,3,1999,70.000000,0.605000,0.381000,0.359000,0.415000,0.302000,0.684000,0.593000,0.573000,0.536000,0.589000,0.400000,0.296000,0.792000,0.606000,0.504000,0.616000,0.728000,0.640000,0.447000,0.512000,0.631000,0.501000,0.679000
Mexico,MEX,3,2000,70.000000,0.671000,0.481000,0.421000,0.477000,0.344000,0.777000,0.600000,0.723000,0.746000,0.708000,0.413000,0.313000,0.850000,0.455000,0.325000,0.572000,0.702000,0.550000,0.375000,0.348000,0.647000,0.613000,0.761000
Mexico,MEX,3,2001,70.000000,0.681000,0.484000,0.422000,0.542000,0.344000,0.777000,0.608000,0.723000,0.729000,0.669000,0.400000,0.315000,0.852000,0.461000,0.341000,0.572000,0.711000,0.549000,0.353000,0.372000,0.647000,0.616000,0.842000
Mexico,MEX,3,2002,70.000000,0.693000,0.494000,0.429000,0.552000,0.350000,0.800000,0.608000,0.723000,0.729000,0.669000,0.400000,0.315000,0.856000,0.477000,0.338000,0.572000,0.711000,0.573000,0.353000,0.372000,0.647000,0.616000,0.842000
Mexico,MEX,3,2003,70.000000,0.702000,0.499000,0.436000,0.559000,0.359000,0.800000,0.608000,0.723000,0.716000,0.669000,0.408000,0.315000,0.866000,0.477000,0.347000,0.542000,0.711000,0.611000,0.503000,0.372000,0.678000,0.591000,0.842000
Mexico,MEX,3,2004,70.000000,0.711000,0.505000,0.441000,0.567000,0.365000,0.800000,0.608000,0.723000,0.716000,0.662000,0.408000,0.315000,0.867000,0.477000,0.343000,0.542000,0.711000,0.611000,0.503000,0.372000,0.678000,0.591000,0.842000
Mexico,MEX,3,2005,70.000000,0.711000,0.505000,0.441000,0.575000,0.365000,0.800000,0.608000,0.723000,0.716000,0.662000,0.408000,0.315000,0.867000,0.477000,0.343000,0.542000,0.711000,0.611000,0.503000,0.372000,0.678000,0.591000,0.842000
Mexico,MEX,3,2006,70.000000,0.674000,0.478000,0.417000,0.542000,0.346000,0.796000,0.588000,0.723000,0.716000,0.662000,0.414000,0.315000,0.838000,0.485000,0.355000,0.542000,0.711000,0.609000,0.492000,0.376000,0.678000,0.592000,0.829000
Mexico,MEX,3,2007,70.000000,0.639000,0.454000,0.395000,0.526000,0.326000,0.796000,0.596000,0.714000,0.716000,0.662000,0.413000,0.315000,0.837000,0.485000,0.366000,0.542000,0.711000,0.609000,0.492000,0.376000,0.685000,0.583000,0.831000
Mexico,MEX,3,2008,70.000000,0.649000,0.456000,0.400000,0.535000,0.331000,0.787000,0.596000,0.714000,0.716000,0.662000,0.413000,0.315000,0.842000,0.485000,0.359000,0.542000,0.711000,0.609000,0.492000,0.376000,0.683000,0.584000,0.831000
Mexico,MEX,3,2009,70.000000,0.650000,0.459000,0.401000,0.534000,0.331000,0.784000,0.592000,0.714000,0.716000,0.662000,0.410000,0.315000,0.849000,0.485000,0.359000,0.542000,0.711000,0.609000,0.492000,0.376000,0.701000,0.584000,0.831000
Mexico,MEX,3,2010,70.000000,0.662000,0.465000,0.411000,0.541000,0.340000,0.787000,0.585000,0.739000,0.707000,0.685000,0.418000,0.315000,0.849000,0.506000,0.354000,0.532000,0.711000,0.633000,0.507000,0.376000,0.714000,0.587000,0.839000
Mexico,MEX,3,2011,70.000000,0.662000,0.468000,0.412000,0.543000,0.342000,0.787000,0.585000,0.739000,0.707000,0.685000,0.419000,0.316000,0.849000,0.506000,0.354000,0.532000,0.711000,0.633000,0.507000,0.376000,0.721000,0.587000,0.839000
Mexico,MEX,3,2012,70.000000,0.650000,0.457000,0.404000,0.539000,0.336000,0.791000,0.588000,0.721000,0.707000,0.685000,0.419000,0.316000,0.841000,0.572000,0.386000,0.518000,0.711000,0.663000,0.526000,0.460000,0.737000,0.556000,0.845000
Mexico,MEX,3,2013,70.000000,0.623000,0.420000,0.376000,0.499000,0.317000,0.773000,0.588000,0.713000,0.607000,0.626000,0.414000,0.313000,0.825000,0.719000,0.457000,0.522000,0.710000,0.758000,0.630000,0.659000,0.739000,0.473000,0.780000
Mexico,MEX,3,2014,70.000000,0.621000,0.421000,0.371000,0.495000,0.315000,0.771000,0.582000,0.713000,0.607000,0.626000,0.410000,0.308000,0.824000,0.719000,0.457000,0.509000,0.710000,0.758000,0.630000,0.659000,0.739000,0.473000,0.780000
Mexico,MEX,3,2015,70.000000,0.643000,0.433000,0.399000,0.506000,0.329000,0.802000,0.606000,0.700000,0.572000,0.620000,0.417000,0.308000,0.827000,0.705000,0.453000,0.507000,0.710000,0.724000,0.630000,0.659000,0.748000,0.483000,0.780000
Mexico,MEX,3,2016,70.000000,0.643000,0.434000,0.399000,0.504000,0.328000,0.796000,0.606000,0.700000,0.591000,0.628000,0.417000,0.308000,0.832000,0.705000,0.451000,0.507000,0.710000,0.724000,0.630000,0.659000,0.748000,0.483000,0.780000
Mexico,MEX,3,2017,70.000000,0.638000,0.440000,0.407000,0.495000,0.333000,0.776000,0.621000,0.700000,0.637000,0.671000,0.424000,0.369000,0.839000,0.665000,0.428000,0.503000,0.727000,0.682000,0.630000,0.645000,0.768000,0.487000,0.801000
